BIBLE	NOTE	PACK	SHORT	NAME	NAMEENGLISH	LANGUAGE	LANGUAGEENGLISH	COUNTRY	RTL	LANGUAGESTYLE	LANGUAGECSS	LANGUAGECODE	LANGUAGECODEISO	LANGUAGESPELL	NOPRO	ABCOPYRIGHT	COPYRIGHT	EXTENSION	WARNING	TRANSLATOR	SOURCE	YEAR	DESCRIPTION	SOURCEDOMAIN	SOURCELINK	SOURCELINKEXTRA	DOWNLOAD	AMAZON	AMAZONNT	AMAZONJOHN	KDP	KDPNT	KDPJOHN	LULU	LULUNT	LULUHARD	LULUJOHN	LULUX	LULUNTX	LULUHARDX	LULUJOHNX	BUYOTHER
Holy-Bible---Spanish---Reina-Valera-1909			SR9	Español Santa Biblia	Spanish Reina Valera Bible 1909	Español	Spanish	Spain, Americas				spa	es	es		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Casiodoro de Reina / Cipriano de Valera	Casiodoro de Reina, revised by Cipriano de Valera	1909		eBible.org	https://ebible.org/details.php?id=spaRV1909			1976172438	1985366371	NULL	2Q5M4EQS7AB	W1DJ4XVQW49	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-spanish-reina-valera-bible-1909/paperback/product-1vgmpynr.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-spanish-reina-valera-bible-1909-new-testament/paperback/product-1968g9v5.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-spanish-reina-valera-bible-1909/hardcover/product-1y5gpyqz.html	NULL	1vgmpynr	1968g9v5	1y5gpyqz	NULL	NULL
Holy-Bible---Spanish---Reina-Valera-NT-1858			SRN	Español Santa Biblia	Spanish Reina Valera NT 1858	Español	Spanish	Spain, Americas				spa	es	es		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Casiodoro de Reina / Cipriano de Valera	Casiodoro de Reina, revised by Cipriano de Valera	1602, 1858		Unbound.Biola.edu	https://unbound.biola.edu			1729531717	NULL	NULL	GREW3EHHV28	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-spanish-reina-valera-nt-1858/paperback/product-1wk7py8v.html	NULL	NULL	NULL	1wk7py8v	NULL	NULL	NULL	NULL
Holy-Bible---Spanish---Sagradas-Escrituras-1569			SSE	Sagradas Escrituras, Antigua	Spanish Bible 1569	Español	Spanish	Spain, Americas				spa	es	es		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Casiodoro de Reina	Casiodoro de Reina	1569		Unbound.Biola.edu	https://unbound.biola.edu			1729531725	1729531733	NULL	RPJ3RATYCFE	2KFSK5F0S5X	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-spanish-bible-1569/paperback/product-1dgdv67z.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-spanish-bible-1569/hardcover/product-1pg5p9m9.html	NULL	1dgdv67z	NULL	1pg5p9m9	NULL	NULL
Holy-Bible---Spanish---Sencillo-Bible		1	SEN	La Biblia en Español Sencillo	Spanish Sencillo Bible	Español	Spanish	Spain, Americas				spa	es	es		Creative Commons Attribution 4.0 International, 2018-2026	Creative Commons Attribution 4.0			Irma Flores	Irma Flores, AudioBiblia.org	2018		eBible.org	https://ebible.org/details.php?id=spabes			1729736580	B0851LLHMH	NULL	RXMDKZD4GQ5	P30RGCTZ874	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-spanish-sencillo-bible/paperback/product-1kkdp54j.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-spanish-sencillo-bible-new-testament/paperback/product-1z7rpyvz.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-spanish-sencillo-bible/hardcover/product-17687v5z.html	NULL	1kkdp54j	1z7rpyvz	17687v5z	NULL	NULL
Holy-Bible---Spanish---Spanish-New-Open-Bible			SNB	Open Nueva Biblia	New Spanish Open Bible	Español	Spanish	Spain, Americas				spa	es	es		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	2008		eBible.org	https://ebible.org/details.php?id=spaonbv			B0FFZP11GB	B0FFZM7H82	NULL	CHC91GRP10A	6YCD407MHX7	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-spanish-open-bible/paperback/product-7kvzmdm.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-spanish-open-bible-new-testament/paperback/product-2mwn9dp.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-spanish-open-bible/hardcover/product-gjyzm4w.html	NULL	7kvzmdm	2mwn9dp	gjyzm4w	NULL	NULL
Holy-Bible---Swahili---Contemporary			SCO	Biblia Takatifu Wazi, Kiswahili	Swahili Contemporary Version	Kiswahili	Swahili	Tanzania, Kenya, Mozambique				swh	sw	sw		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	2018	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=swhonen	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swahili-contemporary-version/paperback/product-v8g95rw.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swahili-contemporary-version-new-testament/paperback/product-956z4md.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swahili-contemporary-version/hardcover/product-6562e4e.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swahili-contemporary-version-gospel-primer/paperback/product-65y96gg.html	v8g95rw	956z4md	6562e4e	65y96gg	NULL
Holy-Bible---Swahili---New-Swahili-Bible			SWN	Biblia Takatifu Mpya	New Swahili Bible	Kiswahili	Swahili	Tanzania, Kenya, Mozambique				swh	sw	sw		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Door43 World Missions Community	Door43 World Missions Community	2019		eBible.org	https://ebible.org/details.php?id=swhulb			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-swahili-bible/paperback/product-8mzj87.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-swahili-bible-new-testament/paperback/product-v2rq5v.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-new-swahili-bible/hardcover/product-6k4j7q.html	NULL	8mzj87	v2rq5v	6k4j7q	NULL	NULL
Holy-Bible---Swahili---Swahili-Bible			SWH	Biblia Takatifu	Swahili Bible	Kiswahili	Swahili	Tanzania, Kenya, Mozambique				swh	sw	sw		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Dr. Johann Ludvig Krapf	Dr. Johann Ludvig Krapf	1850		eBible.org	https://ebible.org/details.php?id=swh1850			1976172454	NULL	NULL	AJC6S6KR4PP	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swahili-bible/paperback/product-124r6wgg.html	NULL	NULL	NULL	124r6wgg	NULL	NULL	NULL	NULL
Holy-Bible---Swahili---Swahili-Open-Bible			SWO	Wazi Neno Maandiko Matakatifu	Swahili Open Bible	Kiswahili	Swahili	Tanzania, Kenya, Mozambique				swh	sw	sw		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	2018, 2024		eBible.org	https://ebible.org/details.php?id=swhonmm			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swahili-open-bible/paperback/product-jey2g86.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swahili-open-bible-new-testament/paperback/product-p694qmn.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swahili-open-bible/hardcover/product-kv5gr44.html	NULL	jey2g86	p694qmn	kv5gr44	NULL	NULL
Holy-Bible---Swedish---Swedish-Bible		2	SWE	Svensk Bibel	Swedish Bible	Svensk	Swedish	Sweden, Finland				swe	sv	sv		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Authorized Swedish Translation Committee	Authorized Swedish Translation Committee	1917		Unbound.Biola.edu	https://unbound.biola.edu	https://crosswire.org/sword/modules/ModInfo.jsp?modName=Swe1917		1729736602	1729736610	NULL	P5Z31DTWS8A	06V0VMNN8FP	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swedish-bible/paperback/product-1rzrp627.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swedish-bible-new-testament/paperback/product-1e4d9w2k.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swedish-bible/hardcover/product-1n7mp954.html	NULL	1rzrp627	1e4d9w2k	1n7mp954	NULL	NULL
Holy-Bible---Swedish---Swedish-Bible-1703			SW3	Svensk Bibel 1703	Swedish Bible 1703	Svensk	Swedish	Sweden, Finland				swe	sv	sv		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			King Charles XII	King Charles XII	1541, 1703		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=SweKarlXII			B0FPCVFSBF	NULL	NULL	EQ2EWC6W2T4	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swedish-bible-1703/paperback/product-w47qwrz.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swedish-bible-1703/hardcover/product-659jwy2.html	NULL	w47qwrz	NULL	659jwy2	NULL	NULL
Holy-Bible---Swedish---Swedish-Bible-1873			SW8	Svensk Bibel	Swedish Bible 1873	Svensk	Swedish	Sweden, Finland				swe	sv	sv		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			King Charles XII / Conference of the Swedish Church	King Charles XII, British and Foreign Bible Society, spell checked OCR	1873, 1976		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=SweKarlXII1873			B0851M2CFL	NULL	NULL	WPQX546A9CN	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swedish-bible-1873/paperback/product-186y25q2.html	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swedish-bible-1873/hardcover/product-1rzrp6q7.html	NULL	186y25q2	NULL	1rzrp6q7	NULL	NULL
Holy-Bible---Swedish---Swedish-Bible-1917		1	SW9	Svensk Bibel	Swedish Bible Runeberg	Svensk	Swedish	Sweden, Finland				swe	sv	sv		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			The King in 1917	Project Runeberg, www.lysator.liu.se/runeberg	1917		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=Swe1917			B0DYZNHDZG	B0DYZRZ91R	B0DRGHP3DH	CCNR5PJM5SY	01KV5SFPWE3	CT2RXY39DXT	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swedish-bible-runeberg/paperback/product-kvk9292.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swedish-bible-runeberg-new-testament/paperback/product-zm7kjkq.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swedish-bible-runeberg/hardcover/product-m2mwrwn.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-swedish-bible-runeberg-gospel-primer/paperback/product-gj2dqrd.html	kvk9292	zm7kjkq	m2mwrwn	gj2dqrd	NULL
Holy-Bible---Taabwa---Kitaabua-Bible			TAA	Ichitaabwa Bible	Kitaabua Taabwa Bible	Ichitaabwa	Taabwa	Zambia, DR Congo				tap				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			The Word for the World International	The Word for the World International	2023		eBible.org	https://ebible.org/details.php?id=tap			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kitaabua-taabwa-bible/paperback/product-p69r8kp.html	NULL	NULL	NULL	p69r8kp	NULL	NULL	NULL	NULL
Holy-Bible---Tagakaulo---Tagakaulo-Bible			TKA	Tagakaulo Bible	Kalagan Bible	Tagakaulo	Kalagan	Philippines (Mindanao)				klg				Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Wycliffe Bible Translators	Wycliffe Bible Translators	2024		eBible.org	https://ebible.org/details.php?id=klg			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kalagan-bible/paperback/product-zmyndjj.html	NULL	NULL	NULL	zmyndjj	NULL	NULL	NULL	NULL
Holy-Bible---Tagalog---Tagalog-Bible-1905			TG5	Tagalog Ang Biblia	Tagalog Holy Bible	Tagalog	Tagalog	Philippines (Katagalugan, Metro Manila, Luzon, Calabarzon, Mimaropa, Bicol)				tgl	tl	tl		Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			Philippines Bible Society	Philippines Bible Society	1905		Crosswire.org	https://crosswire.org/sword/modules/ModInfo.jsp?modName=TagAngBiblia			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tagalog-holy-bible/paperback/product-1e4d9wvk.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tagalog-holy-bible-new-testament/paperback/product-186y2582.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tagalog-holy-bible/hardcover/product-1498kyg7.html	NULL	1e4d9wvk	186y2582	1498kyg7	NULL	NULL
Holy-Bible---Tagalog---Tagalog-Bible-Unlocked			TGU	Banal na Bibliya	Tagalog Unlocked Holy Bible	Tagalog	Tagalog	Philippines (Katagalugan, Metro Manila, Luzon, Calabarzon, Mimaropa, Bicol)				tgl	tl	tl		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Door43 World Missions Community	Door43 World Missions Community	2018		eBible.org	https://ebible.org/details.php?id=tglulb			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tagalog-unlocked-holy-bible/paperback/product-zn5qkj.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tagalog-unlocked-holy-bible-new-testament/paperback/product-nndygd.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tagalog-unlocked-holy-bible/hardcover/product-44vzrn.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tagalog-unlocked-holy-bible-gospel-primer/paperback/product-65y9v8r.html	zn5qkj	nndygd	44vzrn	65y9v8r	NULL
Holy-Bible---Tagin---Tagin-First-Bible			TFB	ANWNV GAMLV	Tagin Bible, Good News	Tagin	Tagin	India (Arunachal Pradesh), China, Tibet				tgj				Creative Commons Attribution 4.0 International, 2018-2026	Creative Commons Attribution 4.0			The Word for the World International	The Word for the World International	2018		eBible.org	https://ebible.org/details.php?id=tgj			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tagin-bible-good-news/paperback/product-w4kv67v.html	NULL	NULL	NULL	w4kv67v	NULL	NULL	NULL	NULL
Holy-Bible---Tamil---Open-Contemporary	HIN		TOC	திறந்தநிலை தமிழ் சமகால	Tamil Open Contemporary Bible	தமிழ்	Tamil	India, Sri Lanka, Singapore		font-tamil.css	font-tamil	tam	ta	ta		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0, International			Biblica, Inc.	Biblica, Inc.	2005, 2020, 2022	Original work available for free at www.biblica.com and open.bible	eBible.org	https://ebible.org/details.php?id=tamtcv	https://www.biblica.com		NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tamil-open-contemporary-bible/paperback/product-kvk92dj.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tamil-open-contemporary-bible-new-testament/paperback/product-2m457rg.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tamil-open-contemporary-bible/hardcover/product-rmzeqr7.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tamil-open-contemporary-bible-gospel-primer/paperback/product-kvwd54j.html	kvk92dj	2m457rg	rmzeqr7	kvwd54j	NULL
Holy-Bible---Tamil---Tamil-Bible	HIN		TAM	தமிழ் பைபிள்	Tamil Bible	தமிழ்	Tamil	India, Sri Lanka, Singapore		font-tamil.css	font-tamil	tam	ta	ta		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Bridge Connectivity Solutions	Bridge Connectivity Solutions	2017, 2019		eBible.org	https://ebible.org/details.php?id=tam2017			172973670X	1729736726	NULL	0R2M03XN75P	Y7D5Q38R0A1	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tamil-bible/paperback/product-ye7485.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tamil-bible-new-testament/paperback/product-2n2yqn.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tamil-bible/hardcover/product-44vzqk.html	NULL	ye7485	2n2yqn	44vzqk	NULL	NULL
Holy-Bible---Tarok---Tarok-Nigeria-Bible			TAR	 iTárók Bible	Nigerian Tarok Bible	 iTárók	Tarok	Nigeria (Plateau, Taraba)				yer				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Luke Initiative for Scripture Translation	The Seed Company	2024		eBible.org	https://ebible.org/details.php?id=yer			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-nigerian-tarok-bible/paperback/product-57y2592.html	NULL	NULL	NULL	57y2592	NULL	NULL	NULL	NULL
Holy-Bible---Tavoyan---Tavoyan-Bible	HIN		TAV	ဓမ္မသစ်ကျမ်း ထားဝယ်ဘာသာစကား	Tavoyan Bible	ထားဝယ်စကား	Tavoyan	Myanmar (Dawei)		font-myanmar.css	font-myanmar	tvn				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			The Word for the World International	The Word for the World International	2024		eBible.org	https://ebible.org/details.php?id=tvn			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tavoyan-bible/paperback/product-w4y96v6.html	NULL	NULL	NULL	w4y96v6	NULL	NULL	NULL	NULL
Holy-Bible---Teke-Tyee---Teke-Tyee-Bible			TEK	Teke Sud-Ouest	Teke-Tyee Bible	Teke-Tyee	Teke-Tyee	Congo, Gabon				tyx				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Wycliffe Bible Translators	Wycliffe Bible Translators	2024		eBible.org	https://ebible.org/details.php?id=tyx			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-teke-tyee-bible/paperback/product-65vge27.html	NULL	NULL	NULL	65vge27	NULL	NULL	NULL	NULL
Holy-Bible---Telugu---Telugu-Bible	HIN		TEL	తెలుగు బైబిల్	Telugu Bible	తెలుగు	Telugu	India (Andhra Pradesh, Telangana, Yanam)		font-telugu.css	font-telugu	tel	te	te		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Bridge Connectivity Solutions	Bridge Connectivity Solutions	2017, 2019		eBible.org	https://ebible.org/details.php?id=tel2017			1729736742	1729736750	NULL	2YWS7AM3RRK	2QAV69C5K3K	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-telugu-bible/paperback/product-5q4jk6.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-telugu-bible-new-testament/paperback/product-rkdj92.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-telugu-bible/hardcover/product-eqejkv.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-telugu-bible-gospel-primer/paperback/product-m2kzyvg.html	5q4jk6	rkdj92	eqejkv	m2kzyvg	NULL
Holy-Bible---Telugu---Telugu-Open-Contemporary	HIN		TEO	ఉచిత తెలుగు సమకాలీన అనువాదం	Telugu Open Contemporary Bible	తెలుగు	Telugu	India (Andhra Pradesh, Telangana, Yanam)		font-telugu.css	font-telugu	tel	te	te		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	1976, 1990, 2022, 2024		eBible.org	https://ebible.org/details.php?id=telotsa			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-telugu-open-contemporary-bible/paperback/product-w4ygdny.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-telugu-open-contemporary-bible-new-testament/paperback/product-65vkz79.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-telugu-open-contemporary-bible/hardcover/product-dy64w2p.html	NULL	w4ygdny	65vkz79	dy64w2p	NULL	NULL
Holy-Bible---Tharu-Rana---Rana-Tharu-Bible	HIN		THA	परमेस्वर को सच्चो वचन	Rana Tharu Bible	राना थारू	Tharu, Rana	Nepal (Sudurpashchim), India (Uttar Pradesh)		font-hindi.css	font-hindi	thr				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Rana Tharu Translation Samithi, Khatima, UttraKhanda, India	The Word for the World South Asia	2024		eBible.org	https://ebible.org/details.php?id=thr			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-rana-tharu-bible/paperback/product-m2y7rq8.html	NULL	NULL	NULL	m2y7rq8	NULL	NULL	NULL	NULL
Holy-Bible---Thur---Leb-Thur-Bible			THU	Leb-Thur	Thur Bible	Thur	Thur	Uganda (Acholi, Kiryandongo), Sudan (Acholi, Magwi) 				lth				Creative Commons Attribution ShareAlike 4.0 International, 2018-2025	Creative Commons Attribution ShareAlike 4.0			Wycliffe Bible Translators and SIL Uganda	Wycliffe Bible Translators and SIL Uganda	2024		eBible.org	https://ebible.org/details.php?id=lth			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-thur-bible/paperback/product-7kvzmmd.html	NULL	NULL	NULL	7kvzmmd	NULL	NULL	NULL	NULL
Holy-Bible---Tichurong---Tichurong-Bible	HIN		TIC	तिचुरोङ क्येला सारबा करारयि किताबतेबा	Tichurong Bible	Tichurong	Tichurong	Tibet, India, Nepal, China		font-hindi.css	font-hindi	tcn				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Tichurong Translation Project, Dolpa, Karnali	The Word for the World South Asia	2025		eBible.org	https://ebible.org/details.php?id=tcn			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tichurong-bible/paperback/product-7kvrnq7.html	NULL	NULL	NULL	7kvrnq7	NULL	NULL	NULL	NULL
Holy-Bible---Tongan---Revised-West-Version			TON	Tongan Bible, Revised West	Tongan Bible, Revised West	Tongan	Tongan	Tonga				ton	to			Creative Commons Attribution 4.0 International, 2018-2026	Public Domain			James Baxley	James Baxley	2014		eBible.org	https://ebible.org/details.php?id=ton			1976172497	1985366452	NULL	22XA5Z3W1Y1	2288X35W8PJ	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tongan-bible-revised-west/paperback/product-1qkgpd4r.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tongan-bible-revised-west-new-testament/paperback/product-1vgmpyer.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tongan-bible-revised-west/hardcover/product-186y25g2.html	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tongan-bible-revised-west-gospel-primer/paperback/product-849y5q2.html	1qkgpd4r	1vgmpyer	186y25g2	849y5q2	NULL
Holy-Bible---Tsakhur---Tsakhur-Bible			TSA	Ts‘əxna miz	Tsakhur Azerbaijani Bible	Ts‘əxna miz	Tsakhur	North Caucasus, Azerbaijan				tkr				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Pioneer Bible Translators	Institute for Bible Translation	2022		eBible.org	https://ebible.org/details.php?id=tkr			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-tsakhur-azerbaijani-bible/paperback/product-956z4d5.html	NULL	NULL	NULL	956z4d5	NULL	NULL	NULL	NULL
Holy-Bible---Tsikimba---Tsikimba-Bible			TSK	Tsikimba Bible	Kimba Bible	Tsikimba	Kimba	Nigeria (Kambari)				kdl				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Language Development and Translation Initiative	The Seed Company	2025		eBible.org	https://ebible.org/details.php?id=kdl			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-kimba-bible/paperback/product-gjy6k2r.html	NULL	NULL	NULL	gjy6k2r	NULL	NULL	NULL	NULL
Holy-Bible---Tsishingini---Tsishingini-Bible			TSI	Tsishingini Bible	Shingini Bible	Tsishingini	Shingini	Nigeria (Kambari)				tsw				Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Language Development and Translation Initiative	The Seed Company	2025		eBible.org	https://ebible.org/details.php?id=tsw			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-shingini-bible/paperback/product-rm65qzd.html	NULL	NULL	NULL	rm65qzd	NULL	NULL	NULL	NULL
Holy-Bible---Turkish---Open-Basic-Turkish			TUB	Türkçe Açık Lisans Temel İncil	Turkish Open License Basic Bible	Türkçe	Turkish	Turkey, Cyprus				tur	tr	tr		Creative Commons Attribution ShareAlike 4.0 International, 2018-2026	Creative Commons Attribution ShareAlike 4.0			Biblica, Inc.	Biblica, Inc.	2023		eBible.org	https://ebible.org/details.php?id=turobt			NULL	NULL	NULL	NULL	NULL	NULL	https://www.lulu.com/shop/nainoia-inc/holy-bible-aionian-edition-turkish-open-license-basic-bible/paperback/product-gjqqkdp.html	NULL	NULL	NULL	gjqqkdp	NULL	NULL	NULL	NULL
Holy-Bible---Turkish---Turkish-Bible			TUR	Türkçe Bible Revizyon	Turkish Bible	Türkçe	Turkish	Turkey, Cyprus				tur	tr	tr		Copyright by Nainoia Inc, 2018-2026	Copyright by Kitab-ı Mukaddes Şirketi	The Türkçe Bible Revizyon is privately copyrighted by Kitab-ı Mukaddes Şirketi and is available here in HTML with permission. Downloads are not available here, but print Bibles are available at https://www.kitabimukaddes.com.		The Turkish Bible Society and the Translation Trust	The Turkish Bible Society and the Translation Trust	2008		eBible.org	https://www.kitabimukaddes.com		N	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	8mzj2d	v2rqp5	ye79pd	NULL	NULL
