# File Name: IVERSE.txt
# File Size: 1232809     
# File Date: 02/17/2026 10:46:12
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---Sanskrit---Burmese-Script	ROM-001-001	ရောမိဏး 1:1	ဤၑွရော နိဇပုတြမဓိ ယံ သုသံဝါဒံ ဘဝိၐျဒွါဒိဘိ ရ္ဓရ္မ္မဂြန္ထေ ပြတိၑြုတဝါန် တံ သုသံဝါဒံ ပြစာရယိတုံ ပၖထက္ကၖတ အာဟူတး ပြေရိတၑ္စ ပြဘော ရျီၑုခြီၐ္ဋသျ သေဝကော ယး ပေါ်လး
Holy-Bible---Sanskrit---Burmese-Script	MAT-028-019	မထိး 28:19	အတော ယူယံ ပြယာယ သရွွဒေၑီယာန် ၑိၐျာန် ကၖတွာ ပိတုး ပုတြသျ ပဝိတြသျာတ္မနၑ္စ နာမ္နာ တာနဝဂါဟယတ; အဟံ ယုၐ္မာန် ယဒျဒါဒိၑံ တဒပိ ပါလယိတုံ တာနုပါဒိၑတ၊
Holy-Bible---Sanskrit---Cologne-Script	JOH-003-016	yOhanaH 3:16	Izvara itthaM jagadadayata yat svamadvitIyaM tanayaM prAdadAt tatO yaH kazcit tasmin vizvasiSyati sO'vinAzyaH san anantAyuH prApsyati|
Holy-Bible---Sanskrit---Cologne-Script	GEN-003-024		
Holy-Bible---Sanskrit---Cologne-Script	LUK-023-034	lUkaH 23:34	tadA yIzurakathayat, hE pitarEtAn kSamasva yata EtE yat karmma kurvvanti tan na viduH; pazcAttE guTikApAtaM kRtvA tasya vastrANi vibhajya jagRhuH|
Holy-Bible---Sanskrit---Cologne-Script	REV-021-002	prakAzitaM 21:2-3	aparaM svargAd avarOhantI pavitrA nagarI, arthatO navInA yirUzAlamapurI mayA dRSTA, sA varAya vibhUSitA kanyEva susajjitAsIt| anantaraM svargAd ESa mahAravO mayA zrutaH pazyAyaM mAnavaiH sArddham IzvarasyAvAsaH, sa taiH sArddhaM vatsyati tE ca tasya prajA bhaviSyanti, Izvarazca svayaM tESAm IzvarO bhUtvA taiH sArddhaM sthAsyati|
Holy-Bible---Sanskrit---Cologne-Script	HEB-011-008	ibriNaH 11:8	vizvAsEnEbrAhIm AhUtaH san AjnjAM gRhItvA yasya sthAnasyAdhikArastEna prAptavyastat sthAnaM prasthitavAn kintu prasthAnasamayE kka yAmIti nAjAnAt|
Holy-Bible---Sanskrit---Cologne-Script	EXO-013-017		
Holy-Bible---Sanskrit---Cologne-Script	MAR-010-045	mArkaH 10:45	yatO manuSyaputraH sEvyO bhavituM nAgataH sEvAM karttAM tathAnEkESAM paritrANasya mUlyarUpasvaprANaM dAtunjcAgataH|
Holy-Bible---Sanskrit---Cologne-Script	ROM-001-001	rOmiNaH 1:1	IzvarO nijaputramadhi yaM susaMvAdaM bhaviSyadvAdibhi rdharmmagranthE pratizrutavAn taM susaMvAdaM pracArayituM pRthakkRta AhUtaH prEritazca prabhO ryIzukhrISTasya sEvakO yaH paulaH
Holy-Bible---Sanskrit---Cologne-Script	MAT-028-019	mathiH 28:19	atO yUyaM prayAya sarvvadEzIyAn ziSyAn kRtvA pituH putrasya pavitrasyAtmanazca nAmnA tAnavagAhayata; ahaM yuSmAn yadyadAdizaM tadapi pAlayituM tAnupAdizata|
Holy-Bible---Sanskrit---Devanagari-Script	JOH-003-016	योहनः 3:16	ईश्वर इत्थं जगददयत यत् स्वमद्वितीयं तनयं प्राददात् ततो यः कश्चित् तस्मिन् विश्वसिष्यति सोऽविनाश्यः सन् अनन्तायुः प्राप्स्यति।
Holy-Bible---Sanskrit---Devanagari-Script	GEN-003-024		
Holy-Bible---Sanskrit---Devanagari-Script	LUK-023-034	लूकः 23:34	तदा यीशुरकथयत्, हे पितरेतान् क्षमस्व यत एते यत् कर्म्म कुर्व्वन्ति तन् न विदुः; पश्चात्ते गुटिकापातं कृत्वा तस्य वस्त्राणि विभज्य जगृहुः।
Holy-Bible---Sanskrit---Devanagari-Script	REV-021-002	प्रकाशितं 21:2-3	अपरं स्वर्गाद् अवरोहन्ती पवित्रा नगरी, अर्थतो नवीना यिरूशालमपुरी मया दृष्टा, सा वराय विभूषिता कन्येव सुसज्जितासीत्। अनन्तरं स्वर्गाद् एष महारवो मया श्रुतः पश्यायं मानवैः सार्द्धम् ईश्वरस्यावासः, स तैः सार्द्धं वत्स्यति ते च तस्य प्रजा भविष्यन्ति, ईश्वरश्च स्वयं तेषाम् ईश्वरो भूत्वा तैः सार्द्धं स्थास्यति।
Holy-Bible---Sanskrit---Devanagari-Script	HEB-011-008	इब्रिणः 11:8	विश्वासेनेब्राहीम् आहूतः सन् आज्ञां गृहीत्वा यस्य स्थानस्याधिकारस्तेन प्राप्तव्यस्तत् स्थानं प्रस्थितवान् किन्तु प्रस्थानसमये क्क यामीति नाजानात्।
Holy-Bible---Sanskrit---Devanagari-Script	EXO-013-017		
Holy-Bible---Sanskrit---Devanagari-Script	MAR-010-045	मार्कः 10:45	यतो मनुष्यपुत्रः सेव्यो भवितुं नागतः सेवां कर्त्तां तथानेकेषां परित्राणस्य मूल्यरूपस्वप्राणं दातुञ्चागतः।
Holy-Bible---Sanskrit---Devanagari-Script	ROM-001-001	रोमिणः 1:1	ईश्वरो निजपुत्रमधि यं सुसंवादं भविष्यद्वादिभि र्धर्म्मग्रन्थे प्रतिश्रुतवान् तं सुसंवादं प्रचारयितुं पृथक्कृत आहूतः प्रेरितश्च प्रभो र्यीशुख्रीष्टस्य सेवको यः पौलः
Holy-Bible---Sanskrit---Devanagari-Script	MAT-028-019	मथिः 28:19	अतो यूयं प्रयाय सर्व्वदेशीयान् शिष्यान् कृत्वा पितुः पुत्रस्य पवित्रस्यात्मनश्च नाम्ना तानवगाहयत; अहं युष्मान् यद्यदादिशं तदपि पालयितुं तानुपादिशत।
Holy-Bible---Sanskrit---Gujarati-Script	JOH-003-016	યોહનઃ 3:16	ઈશ્વર ઇત્થં જગદદયત યત્ સ્વમદ્વિતીયં તનયં પ્રાદદાત્ તતો યઃ કશ્ચિત્ તસ્મિન્ વિશ્વસિષ્યતિ સોઽવિનાશ્યઃ સન્ અનન્તાયુઃ પ્રાપ્સ્યતિ|
Holy-Bible---Sanskrit---Gujarati-Script	GEN-003-024		
Holy-Bible---Sanskrit---Gujarati-Script	LUK-023-034	લૂકઃ 23:34	તદા યીશુરકથયત્, હે પિતરેતાન્ ક્ષમસ્વ યત એતે યત્ કર્મ્મ કુર્વ્વન્તિ તન્ ન વિદુઃ; પશ્ચાત્તે ગુટિકાપાતં કૃત્વા તસ્ય વસ્ત્રાણિ વિભજ્ય જગૃહુઃ|
Holy-Bible---Sanskrit---Gujarati-Script	REV-021-002	પ્રકાશિતં 21:2-3	અપરં સ્વર્ગાદ્ અવરોહન્તી પવિત્રા નગરી, અર્થતો નવીના યિરૂશાલમપુરી મયા દૃષ્ટા, સા વરાય વિભૂષિતા કન્યેવ સુસજ્જિતાસીત્| અનન્તરં સ્વર્ગાદ્ એષ મહારવો મયા શ્રુતઃ પશ્યાયં માનવૈઃ સાર્દ્ધમ્ ઈશ્વરસ્યાવાસઃ, સ તૈઃ સાર્દ્ધં વત્સ્યતિ તે ચ તસ્ય પ્રજા ભવિષ્યન્તિ, ઈશ્વરશ્ચ સ્વયં તેષામ્ ઈશ્વરો ભૂત્વા તૈઃ સાર્દ્ધં સ્થાસ્યતિ|
Holy-Bible---Sanskrit---Gujarati-Script	HEB-011-008	ઇબ્રિણઃ 11:8	વિશ્વાસેનેબ્રાહીમ્ આહૂતઃ સન્ આજ્ઞાં ગૃહીત્વા યસ્ય સ્થાનસ્યાધિકારસ્તેન પ્રાપ્તવ્યસ્તત્ સ્થાનં પ્રસ્થિતવાન્ કિન્તુ પ્રસ્થાનસમયે ક્ક યામીતિ નાજાનાત્|
Holy-Bible---Sanskrit---Gujarati-Script	EXO-013-017		
Holy-Bible---Sanskrit---Gujarati-Script	MAR-010-045	માર્કઃ 10:45	યતો મનુષ્યપુત્રઃ સેવ્યો ભવિતું નાગતઃ સેવાં કર્ત્તાં તથાનેકેષાં પરિત્રાણસ્ય મૂલ્યરૂપસ્વપ્રાણં દાતુઞ્ચાગતઃ|
Holy-Bible---Sanskrit---Gujarati-Script	ROM-001-001	રોમિણઃ 1:1	ઈશ્વરો નિજપુત્રમધિ યં સુસંવાદં ભવિષ્યદ્વાદિભિ ર્ધર્મ્મગ્રન્થે પ્રતિશ્રુતવાન્ તં સુસંવાદં પ્રચારયિતું પૃથક્કૃત આહૂતઃ પ્રેરિતશ્ચ પ્રભો ર્યીશુખ્રીષ્ટસ્ય સેવકો યઃ પૌલઃ
Holy-Bible---Sanskrit---Gujarati-Script	MAT-028-019	મથિઃ 28:19	અતો યૂયં પ્રયાય સર્વ્વદેશીયાન્ શિષ્યાન્ કૃત્વા પિતુઃ પુત્રસ્ય પવિત્રસ્યાત્મનશ્ચ નામ્ના તાનવગાહયત; અહં યુષ્માન્ યદ્યદાદિશં તદપિ પાલયિતું તાનુપાદિશત|
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	JOH-003-016	yohanaH 3:16	Izvara itthaM jagadadayata yat svamadvitIyaM tanayaM prAdadAt tato yaH kazcit tasmin vizvasiSyati so'vinAzyaH san anantAyuH prApsyati|
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	GEN-003-024		
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	LUK-023-034	lUkaH 23:34	tadA yIzurakathayat, he pitaretAn kSamasva yata ete yat karmma kurvvanti tan na viduH; pazcAtte guTikApAtaM kRtvA tasya vastrANi vibhajya jagRhuH|
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	REV-021-002	prakAzitaM 21:2-3	aparaM svargAd avarohantI pavitrA nagarI, arthato navInA yirUzAlamapurI mayA dRSTA, sA varAya vibhUSitA kanyeva susajjitAsIt| anantaraM svargAd eSa mahAravo mayA zrutaH pazyAyaM mAnavaiH sArddham IzvarasyAvAsaH, sa taiH sArddhaM vatsyati te ca tasya prajA bhaviSyanti, Izvarazca svayaM teSAm Izvaro bhUtvA taiH sArddhaM sthAsyati|
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	HEB-011-008	ibriNaH 11:8	vizvAsenebrAhIm AhUtaH san AjJAM gRhItvA yasya sthAnasyAdhikArastena prAptavyastat sthAnaM prasthitavAn kintu prasthAnasamaye kka yAmIti nAjAnAt|
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	EXO-013-017		
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	MAR-010-045	mArkaH 10:45	yato manuSyaputraH sevyo bhavituM nAgataH sevAM karttAM tathAnekeSAM paritrANasya mUlyarUpasvaprANaM dAtuJcAgataH|
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	ROM-001-001	romiNaH 1:1	Izvaro nijaputramadhi yaM susaMvAdaM bhaviSyadvAdibhi rdharmmagranthe pratizrutavAn taM susaMvAdaM pracArayituM pRthakkRta AhUtaH preritazca prabho ryIzukhrISTasya sevako yaH paulaH
Holy-Bible---Sanskrit---Harvard-Kyoto-Script	MAT-028-019	mathiH 28:19	ato yUyaM prayAya sarvvadezIyAn ziSyAn kRtvA pituH putrasya pavitrasyAtmanazca nAmnA tAnavagAhayata; ahaM yuSmAn yadyadAdizaM tadapi pAlayituM tAnupAdizata|
Holy-Bible---Sanskrit---IAST-Script	JOH-003-016	yohanaḥ 3:16	īśvara itthaṁ jagadadayata yat svamadvitīyaṁ tanayaṁ prādadāt tato yaḥ kaścit tasmin viśvasiṣyati so'vināśyaḥ san anantāyuḥ prāpsyati|
Holy-Bible---Sanskrit---IAST-Script	GEN-003-024		
Holy-Bible---Sanskrit---IAST-Script	LUK-023-034	lūkaḥ 23:34	tadā yīśurakathayat, he pitaretān kṣamasva yata ete yat karmma kurvvanti tan na viduḥ; paścātte guṭikāpātaṁ kṛtvā tasya vastrāṇi vibhajya jagṛhuḥ|
Holy-Bible---Sanskrit---IAST-Script	REV-021-002	prakāśitaṁ 21:2-3	aparaṁ svargād avarohantī pavitrā nagarī, arthato navīnā yirūśālamapurī mayā dṛṣṭā, sā varāya vibhūṣitā kanyeva susajjitāsīt| anantaraṁ svargād eṣa mahāravo mayā śrutaḥ paśyāyaṁ mānavaiḥ sārddham īśvarasyāvāsaḥ, sa taiḥ sārddhaṁ vatsyati te ca tasya prajā bhaviṣyanti, īśvaraśca svayaṁ teṣām īśvaro bhūtvā taiḥ sārddhaṁ sthāsyati|
Holy-Bible---Sanskrit---IAST-Script	HEB-011-008	ibriṇaḥ 11:8	viśvāsenebrāhīm āhūtaḥ san ājñāṁ gṛhītvā yasya sthānasyādhikārastena prāptavyastat sthānaṁ prasthitavān kintu prasthānasamaye kka yāmīti nājānāt|
Holy-Bible---Sanskrit---IAST-Script	EXO-013-017		
Holy-Bible---Sanskrit---IAST-Script	MAR-010-045	mārkaḥ 10:45	yato manuṣyaputraḥ sevyo bhavituṁ nāgataḥ sevāṁ karttāṁ tathānekeṣāṁ paritrāṇasya mūlyarūpasvaprāṇaṁ dātuñcāgataḥ|
Holy-Bible---Sanskrit---IAST-Script	ROM-001-001	romiṇaḥ 1:1	īśvaro nijaputramadhi yaṁ susaṁvādaṁ bhaviṣyadvādibhi rdharmmagranthe pratiśrutavān taṁ susaṁvādaṁ pracārayituṁ pṛthakkṛta āhūtaḥ preritaśca prabho ryīśukhrīṣṭasya sevako yaḥ paulaḥ
Holy-Bible---Sanskrit---IAST-Script	MAT-028-019	mathiḥ 28:19	ato yūyaṁ prayāya sarvvadeśīyān śiṣyān kṛtvā pituḥ putrasya pavitrasyātmanaśca nāmnā tānavagāhayata; ahaṁ yuṣmān yadyadādiśaṁ tadapi pālayituṁ tānupādiśata|
Holy-Bible---Sanskrit---ISO-Script	JOH-003-016	yōhanaḥ 3:16	īśvara itthaṁ jagadadayata yat svamadvitīyaṁ tanayaṁ prādadāt tatō yaḥ kaścit tasmin viśvasiṣyati sō'vināśyaḥ san anantāyuḥ prāpsyati|
Holy-Bible---Sanskrit---ISO-Script	GEN-003-024		
Holy-Bible---Sanskrit---ISO-Script	LUK-023-034	lūkaḥ 23:34	tadā yīśurakathayat, hē pitarētān kṣamasva yata ētē yat karmma kurvvanti tan na viduḥ; paścāttē guṭikāpātaṁ kr̥tvā tasya vastrāṇi vibhajya jagr̥huḥ|
Holy-Bible---Sanskrit---ISO-Script	REV-021-002	prakāśitaṁ 21:2-3	aparaṁ svargād avarōhantī pavitrā nagarī, arthatō navīnā yirūśālamapurī mayā dr̥ṣṭā, sā varāya vibhūṣitā kanyēva susajjitāsīt| anantaraṁ svargād ēṣa mahāravō mayā śrutaḥ paśyāyaṁ mānavaiḥ sārddham īśvarasyāvāsaḥ, sa taiḥ sārddhaṁ vatsyati tē ca tasya prajā bhaviṣyanti, īśvaraśca svayaṁ tēṣām īśvarō bhūtvā taiḥ sārddhaṁ sthāsyati|
Holy-Bible---Sanskrit---ISO-Script	HEB-011-008	ibriṇaḥ 11:8	viśvāsēnēbrāhīm āhūtaḥ san ājñāṁ gr̥hītvā yasya sthānasyādhikārastēna prāptavyastat sthānaṁ prasthitavān kintu prasthānasamayē kka yāmīti nājānāt|
Holy-Bible---Sanskrit---ISO-Script	EXO-013-017		
Holy-Bible---Sanskrit---ISO-Script	MAR-010-045	mārkaḥ 10:45	yatō manuṣyaputraḥ sēvyō bhavituṁ nāgataḥ sēvāṁ karttāṁ tathānēkēṣāṁ paritrāṇasya mūlyarūpasvaprāṇaṁ dātuñcāgataḥ|
Holy-Bible---Sanskrit---ISO-Script	ROM-001-001	rōmiṇaḥ 1:1	īśvarō nijaputramadhi yaṁ susaṁvādaṁ bhaviṣyadvādibhi rdharmmagranthē pratiśrutavān taṁ susaṁvādaṁ pracārayituṁ pr̥thakkr̥ta āhūtaḥ prēritaśca prabhō ryīśukhrīṣṭasya sēvakō yaḥ paulaḥ
Holy-Bible---Sanskrit---ISO-Script	MAT-028-019	mathiḥ 28:19	atō yūyaṁ prayāya sarvvadēśīyān śiṣyān kr̥tvā pituḥ putrasya pavitrasyātmanaśca nāmnā tānavagāhayata; ahaṁ yuṣmān yadyadādiśaṁ tadapi pālayituṁ tānupādiśata|
Holy-Bible---Sanskrit---ITRANS-Script	JOH-003-016	yohanaH 3:16	Ishvara itthaM jagadadayata yat svamadvitIyaM tanayaM prAdadAt tato yaH kashchit tasmin vishvasiShyati so. avinAshyaH san anantAyuH prApsyati|
Holy-Bible---Sanskrit---ITRANS-Script	GEN-003-024		
Holy-Bible---Sanskrit---ITRANS-Script	LUK-023-034	lUkaH 23:34	tadA yIshurakathayat, he pitaretAn kShamasva yata ete yat karmma kurvvanti tan na viduH; pashchAtte guTikApAtaM kR^itvA tasya vastrANi vibhajya jagR^ihuH|
Holy-Bible---Sanskrit---ITRANS-Script	REV-021-002	prakAshitaM 21:2-3	aparaM svargAd avarohantI pavitrA nagarI, arthato navInA yirUshAlamapurI mayA dR^iShTA, sA varAya vibhUShitA kanyeva susajjitAsIt| anantaraM svargAd eSha mahAravo mayA shrutaH pashyAyaM mAnavaiH sArddham IshvarasyAvAsaH, sa taiH sArddhaM vatsyati te cha tasya prajA bhaviShyanti, Ishvarashcha svayaM teShAm Ishvaro bhUtvA taiH sArddhaM sthAsyati|
Holy-Bible---Sanskrit---ITRANS-Script	HEB-011-008	ibriNaH 11:8	vishvAsenebrAhIm AhUtaH san Aj nAM gR^ihItvA yasya sthAnasyAdhikArastena prAptavyastat sthAnaM prasthitavAn kintu prasthAnasamaye kka yAmIti nAjAnAt|
Holy-Bible---Sanskrit---ITRANS-Script	EXO-013-017		
Holy-Bible---Sanskrit---ITRANS-Script	MAR-010-045	mArkaH 10:45	yato manuShyaputraH sevyo bhavituM nAgataH sevAM karttAM tathAnekeShAM paritrANasya mUlyarUpasvaprANaM dAtu nchAgataH|
Holy-Bible---Sanskrit---ITRANS-Script	ROM-001-001	romiNaH 1:1	Ishvaro nijaputramadhi yaM susaMvAdaM bhaviShyadvAdibhi rdharmmagranthe pratishrutavAn taM susaMvAdaM prachArayituM pR^ithakkR^ita AhUtaH preritashcha prabho ryIshukhrIShTasya sevako yaH paulaH
Holy-Bible---Sanskrit---ITRANS-Script	MAT-028-019	mathiH 28:19	ato yUyaM prayAya sarvvadeshIyAn shiShyAn kR^itvA pituH putrasya pavitrasyAtmanashcha nAmnA tAnavagAhayata; ahaM yuShmAn yadyadAdishaM tadapi pAlayituM tAnupAdishata|
Holy-Bible---Sanskrit---Kannada-Script	JOH-003-016	ಯೋಹನಃ 3:16	ಈಶ್ವರ ಇತ್ಥಂ ಜಗದದಯತ ಯತ್ ಸ್ವಮದ್ವಿತೀಯಂ ತನಯಂ ಪ್ರಾದದಾತ್ ತತೋ ಯಃ ಕಶ್ಚಿತ್ ತಸ್ಮಿನ್ ವಿಶ್ವಸಿಷ್ಯತಿ ಸೋಽವಿನಾಶ್ಯಃ ಸನ್ ಅನನ್ತಾಯುಃ ಪ್ರಾಪ್ಸ್ಯತಿ|
Holy-Bible---Sanskrit---Kannada-Script	GEN-003-024		
Holy-Bible---Sanskrit---Kannada-Script	LUK-023-034	ಲೂಕಃ 23:34	ತದಾ ಯೀಶುರಕಥಯತ್, ಹೇ ಪಿತರೇತಾನ್ ಕ್ಷಮಸ್ವ ಯತ ಏತೇ ಯತ್ ಕರ್ಮ್ಮ ಕುರ್ವ್ವನ್ತಿ ತನ್ ನ ವಿದುಃ; ಪಶ್ಚಾತ್ತೇ ಗುಟಿಕಾಪಾತಂ ಕೃತ್ವಾ ತಸ್ಯ ವಸ್ತ್ರಾಣಿ ವಿಭಜ್ಯ ಜಗೃಹುಃ|
Holy-Bible---Sanskrit---Kannada-Script	REV-021-002	ಪ್ರಕಾಶಿತಂ 21:2-3	ಅಪರಂ ಸ್ವರ್ಗಾದ್ ಅವರೋಹನ್ತೀ ಪವಿತ್ರಾ ನಗರೀ, ಅರ್ಥತೋ ನವೀನಾ ಯಿರೂಶಾಲಮಪುರೀ ಮಯಾ ದೃಷ್ಟಾ, ಸಾ ವರಾಯ ವಿಭೂಷಿತಾ ಕನ್ಯೇವ ಸುಸಜ್ಜಿತಾಸೀತ್| ಅನನ್ತರಂ ಸ್ವರ್ಗಾದ್ ಏಷ ಮಹಾರವೋ ಮಯಾ ಶ್ರುತಃ ಪಶ್ಯಾಯಂ ಮಾನವೈಃ ಸಾರ್ದ್ಧಮ್ ಈಶ್ವರಸ್ಯಾವಾಸಃ, ಸ ತೈಃ ಸಾರ್ದ್ಧಂ ವತ್ಸ್ಯತಿ ತೇ ಚ ತಸ್ಯ ಪ್ರಜಾ ಭವಿಷ್ಯನ್ತಿ, ಈಶ್ವರಶ್ಚ ಸ್ವಯಂ ತೇಷಾಮ್ ಈಶ್ವರೋ ಭೂತ್ವಾ ತೈಃ ಸಾರ್ದ್ಧಂ ಸ್ಥಾಸ್ಯತಿ|
Holy-Bible---Sanskrit---Kannada-Script	HEB-011-008	ಇಬ್ರಿಣಃ 11:8	ವಿಶ್ವಾಸೇನೇಬ್ರಾಹೀಮ್ ಆಹೂತಃ ಸನ್ ಆಜ್ಞಾಂ ಗೃಹೀತ್ವಾ ಯಸ್ಯ ಸ್ಥಾನಸ್ಯಾಧಿಕಾರಸ್ತೇನ ಪ್ರಾಪ್ತವ್ಯಸ್ತತ್ ಸ್ಥಾನಂ ಪ್ರಸ್ಥಿತವಾನ್ ಕಿನ್ತು ಪ್ರಸ್ಥಾನಸಮಯೇ ಕ್ಕ ಯಾಮೀತಿ ನಾಜಾನಾತ್|
Holy-Bible---Sanskrit---Kannada-Script	EXO-013-017		
Holy-Bible---Sanskrit---Kannada-Script	MAR-010-045	ಮಾರ್ಕಃ 10:45	ಯತೋ ಮನುಷ್ಯಪುತ್ರಃ ಸೇವ್ಯೋ ಭವಿತುಂ ನಾಗತಃ ಸೇವಾಂ ಕರ್ತ್ತಾಂ ತಥಾನೇಕೇಷಾಂ ಪರಿತ್ರಾಣಸ್ಯ ಮೂಲ್ಯರೂಪಸ್ವಪ್ರಾಣಂ ದಾತುಞ್ಚಾಗತಃ|
Holy-Bible---Sanskrit---Kannada-Script	ROM-001-001	ರೋಮಿಣಃ 1:1	ಈಶ್ವರೋ ನಿಜಪುತ್ರಮಧಿ ಯಂ ಸುಸಂವಾದಂ ಭವಿಷ್ಯದ್ವಾದಿಭಿ ರ್ಧರ್ಮ್ಮಗ್ರನ್ಥೇ ಪ್ರತಿಶ್ರುತವಾನ್ ತಂ ಸುಸಂವಾದಂ ಪ್ರಚಾರಯಿತುಂ ಪೃಥಕ್ಕೃತ ಆಹೂತಃ ಪ್ರೇರಿತಶ್ಚ ಪ್ರಭೋ ರ್ಯೀಶುಖ್ರೀಷ್ಟಸ್ಯ ಸೇವಕೋ ಯಃ ಪೌಲಃ
Holy-Bible---Sanskrit---Kannada-Script	MAT-028-019	ಮಥಿಃ 28:19	ಅತೋ ಯೂಯಂ ಪ್ರಯಾಯ ಸರ್ವ್ವದೇಶೀಯಾನ್ ಶಿಷ್ಯಾನ್ ಕೃತ್ವಾ ಪಿತುಃ ಪುತ್ರಸ್ಯ ಪವಿತ್ರಸ್ಯಾತ್ಮನಶ್ಚ ನಾಮ್ನಾ ತಾನವಗಾಹಯತ; ಅಹಂ ಯುಷ್ಮಾನ್ ಯದ್ಯದಾದಿಶಂ ತದಪಿ ಪಾಲಯಿತುಂ ತಾನುಪಾದಿಶತ|
Holy-Bible---Sanskrit---Khmer-Script	JOH-003-016	យោហនះ 3:16	ឦឝ្វរ ឥត្ថំ ជគទទយត យត៑ ស្វមទ្វិតីយំ តនយំ ប្រាទទាត៑ តតោ យះ កឝ្ចិត៑ តស្មិន៑ វិឝ្វសិឞ្យតិ សោៜវិនាឝ្យះ សន៑ អនន្តាយុះ ប្រាប្ស្យតិ។
Holy-Bible---Sanskrit---Khmer-Script	GEN-003-024		
Holy-Bible---Sanskrit---Khmer-Script	LUK-023-034	លូកះ 23:34	តទា យីឝុរកថយត៑, ហេ បិតរេតាន៑ ក្ឞមស្វ យត ឯតេ យត៑ កម៌្ម កុវ៌្វន្តិ តន៑ ន វិទុះ; បឝ្ចាត្តេ គុដិកាបាតំ ក្ឫត្វា តស្យ វស្ត្រាណិ វិភជ្យ ជគ្ឫហុះ។
Holy-Bible---Sanskrit---Khmer-Script	REV-021-002	ប្រកាឝិតំ 21:2-3	អបរំ ស្វគ៌ាទ៑ អវរោហន្តី បវិត្រា នគរី, អត៌្ហតោ នវីនា យិរូឝាលមបុរី មយា ទ្ឫឞ្ដា, សា វរាយ វិភូឞិតា កន្យេវ សុសជ្ជិតាសីត៑។ អនន្តរំ ស្វគ៌ាទ៑ ឯឞ មហារវោ មយា ឝ្រុតះ បឝ្យាយំ មានវៃះ សាទ៌្ធម៑ ឦឝ្វរស្យាវាសះ, ស តៃះ សាទ៌្ធំ វត្ស្យតិ តេ ច តស្យ ប្រជា ភវិឞ្យន្តិ, ឦឝ្វរឝ្ច ស្វយំ តេឞាម៑ ឦឝ្វរោ ភូត្វា តៃះ សាទ៌្ធំ ស្ថាស្យតិ។
Holy-Bible---Sanskrit---Khmer-Script	HEB-011-008	ឥព្រិណះ 11:8	វិឝ្វាសេនេព្រាហីម៑ អាហូតះ សន៑ អាជ្ញាំ គ្ឫហីត្វា យស្យ ស្ថានស្យាធិការស្តេន ប្រាប្តវ្យស្តត៑ ស្ថានំ ប្រស្ថិតវាន៑ កិន្តុ ប្រស្ថានសមយេ ក្ក យាមីតិ នាជានាត៑។
Holy-Bible---Sanskrit---Khmer-Script	EXO-013-017		
Holy-Bible---Sanskrit---Khmer-Script	MAR-010-045	មាក៌ះ 10:45	យតោ មនុឞ្យបុត្រះ សេវ្យោ ភវិតុំ នាគតះ សេវាំ កត៌្តាំ តថានេកេឞាំ បរិត្រាណស្យ មូល្យរូបស្វប្រាណំ ទាតុញ្ចាគតះ។
Holy-Bible---Sanskrit---Khmer-Script	ROM-001-001	រោមិណះ 1:1	ឦឝ្វរោ និជបុត្រមធិ យំ សុសំវាទំ ភវិឞ្យទ្វាទិភិ រ្ធម៌្មគ្រន្ថេ ប្រតិឝ្រុតវាន៑ តំ សុសំវាទំ ប្រចារយិតុំ ប្ឫថក្ក្ឫត អាហូតះ ប្រេរិតឝ្ច ប្រភោ រ្យីឝុខ្រីឞ្ដស្យ សេវកោ យះ បៅលះ
Holy-Bible---Sanskrit---Khmer-Script	MAT-028-019	មថិះ 28:19	អតោ យូយំ ប្រយាយ សវ៌្វទេឝីយាន៑ ឝិឞ្យាន៑ ក្ឫត្វា បិតុះ បុត្រស្យ បវិត្រស្យាត្មនឝ្ច នាម្នា តានវគាហយត; អហំ យុឞ្មាន៑ យទ្យទាទិឝំ តទបិ បាលយិតុំ តានុបាទិឝត។
Holy-Bible---Sanskrit---Malayalam-Script	JOH-003-016	യോഹനഃ 3:16	ഈശ്വര ഇത്ഥം ജഗദദയത യത് സ്വമദ്വിതീയം തനയം പ്രാദദാത് തതോ യഃ കശ്ചിത് തസ്മിൻ വിശ്വസിഷ്യതി സോഽവിനാശ്യഃ സൻ അനന്തായുഃ പ്രാപ്സ്യതി|
Holy-Bible---Sanskrit---Malayalam-Script	GEN-003-024		
