# File Name: SKIPPED.txt
# File Size: 1878046     
# File Date: 12/28/2025 10:21:19
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2025
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	TEXT
Holy-Bible---Ndebele---Accessible-Bible	064	3JO	001	014	Ngithemba ukuthi ngizalibona masinyane lapho esizakhuluma khona ubuso ngobuso.
Holy-Bible---Ndendeule---Ndendeule-Bible	064	3JO	001	014	Nambo nihobholela kukongana na mwenga pahina naha na peniya ndi natulongela pitupa kubhehe pamonga.
Holy-Bible---Ndendeule---Ndendeule-Bible	066	REV	012	018	Peniya, lijhoka lyenio ngalijhemita muupele jha umbwane.
Holy-Bible---Ndengereko---Ndengereko-Bible	040	MAT	018	011	
Holy-Bible---Ndengereko---Ndengereko-Bible	041	MAR	015	028	
Holy-Bible---Ndengereko---Ndengereko-Bible	043	JOH	007	053	
Holy-Bible---Ndengereko---Ndengereko-Bible	044	ACT	024	006	
Holy-Bible---Ndengereko---Ndengereko-Bible	044	ACT	028	029	
Holy-Bible---Ndengereko---Ndengereko-Bible	064	3JO	001	014	Balo masoba masene, twaisa bonagana nawe minyo kwa minyo.
Holy-Bible---Ndengereko---Ndengereko-Bible	066	REV	012	018	Boka po ling'ambo latiyema kunani ya miangi ufukweni mwa bahari.
Holy-Bible---Ndwewe---Ndwewe-Bible	064	3JO	001	014	Mbole yaki, ninguhyubhalila ndakubhona mbole ya manjubha machoko na twaalongela kibhungi kwa kibhungi.
Holy-Bible---Ndwewe---Ndwewe-Bible	066	REV	012	018	Lila lijabali likiyima kuluhingu lwa lihibha.
Holy-Bible---Nepali---Nepali-Bible	064	3JO	001	014	तर तिमीलाई छिट्टै भेट्ने आशा गर्छु, र हामी आमने सामने कुरा गर्नेछौँ ।
Holy-Bible---Nepali---Nepali-Bible	066	REV	012	018	तब त्यो अजिङ्गर समुद्र किनारको बालुवामाथि उभियो ।
Holy-Bible---Nepali---Nepali-Contemporary	064	3JO	001	014	म तिमीलाई चाँडै नै भेट्ने आशा गर्दछु, तब हामी आमने-सामने भएर कुरा गर्नेछौँ।
Holy-Bible---Ngoni---Ngoni-Bible	064	3JO	001	014	Nihuvalila kukulola papipi na penapo yati tilongela mihu kwa mihu.
Holy-Bible---Ngoni---Ngoni-Bible	066	REV	012	018	Hinu, liyoka likayima pamuhana ya nyanja.
Holy-Bible---Norwegian---Living-Bible	064	3JO	001	014	Jeg håpet snart å treffe deg, slik at vi kan snakke personlig.
Holy-Bible---Norwegian---Norwegian-Bible	011	1KI	022	043	Han vandret i ett og alt på sin far Asas vei; han vek ikke fra den, men gjorde hvad rett var i Herrens øine.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	003	001	En salme av David, da han flydde for Absalom, sin sønn.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	004	001	Til sangmesteren, med strengelek; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	005	001	Til sangmesteren, til Nehilot; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	006	001	Til sangmesteren, med strengelek; efter Sjeminit; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	007	001	En sjiggajon av David, som han sang for Herren på grunn av benjaminitten Kus' ord.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	008	001	Til sangmesteren, efter Gittit; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	009	001	Til sangmesteren, efter Mutlabbén; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	012	001	Til sangmesteren, efter Sjeminit; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	018	001	Til sangmesteren; av Herrens tjener David, som talte denne sangs ord til Herren den dag da Herren hadde utfridd ham av alle hans fienders hånd og av Sauls hånd.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	019	001	Til sangmesteren; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	020	001	Til sangmesteren; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	021	001	Til sangmesteren; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	022	001	Til sangmesteren; efter "Morgenrødens hind"; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	030	001	En salme, en sang ved husets innvielse, av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	031	001	Til sangmesteren; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	034	001	Av David, da han tedde sig som vanvittig for Abimelek, og denne jog ham fra sig, og han gikk bort.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	036	001	Til sangmesteren; av Herrens tjener, av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	038	001	En salme av David; til ihukommelse.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	039	001	Til sangmesteren, til Jedutun; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	040	001	Til sangmesteren; av David; en salme.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	041	001	Til sangmesteren; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	042	001	Til sangmesteren; en læresalme av Korahs barn.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	044	001	Til sangmesteren; av Korahs barn; en læresalme.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	045	001	Til sangmesteren; efter "Liljer"; av Korahs barn; en læresalme, en sang om kjærlighet.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	046	001	Til sangmesteren; av Korahs barn; efter Alamot; en sang.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	047	001	Til sangmesteren; av Korahs barn; en salme.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	048	001	En sang, en salme; av Korahs barn.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	049	001	Til sangmesteren; av Korahs barn; en salme.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	051	001	Til sangmesteren; en salme av David,
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	051	002	da profeten Natan var kommet til ham, efterat han var gått inn til Batseba.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	052	001	Til sangmesteren; en læresalme av David,
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	052	002	da edomitten Doeg kom og gav Saul til kjenne og sa til ham: David er kommet i Akimeleks hus.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	053	001	Til sangmesteren; efter Mahalat; en læresalme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	054	001	Til sangmesteren, med strengelek; en læresalme av David,
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	054	002	da sifittene kom og sa til Saul: David holder sig skjult hos oss.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	055	001	Til sangmesteren; med strengelek; en læresalme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	056	001	Til sangmesteren; efter "Den målløse due på de fjerne steder"; av David; en gyllen sang da filistrene grep ham i Gat.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	057	001	Til sangmesteren; "Forderv ikke"; av David; en gyllen sang, da han flyktet for Saul og var i hulen.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	058	001	Til sangmesteren; "Forderv ikke"; av David; en gyllen sang.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	059	001	Til sangmesteren; "Forderv ikke"; av David; en gyllen sang, da Saul sendte folk som tok vare på huset for å drepe ham.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	060	001	Til sangmesteren; efter Sjusjan edut; en gyllen sang av David til å læres,
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	060	002	da han stred mot syrerne fra Mesopotamia og mot syrerne fra Soba, og Joab kom tilbake og slo edomittene i Saltdalen, tolv tusen.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	061	001	Til sangmesteren, på strengelek; av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	062	001	Til sangmesteren, for Jedutun; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	063	001	En salme av David, da han var i Juda ørken.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	064	001	Til sangmesteren; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	065	001	Til sangmesteren; en salme av David; en sang.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	067	001	Til sangmesteren på strengelek; en salme, en sang.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	068	001	Til sangmesteren; av David; en salme, en sang.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	069	001	Til sangmesteren; efter "Liljer"; av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	070	001	Til sangmesteren; av David; til ihukommelse.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	075	001	Til sangmesteren; "Forderv ikke"; en salme av Asaf; en sang.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	076	001	Til sangmesteren på strengelek; en salme av Asaf; en sang.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	077	001	Til sangmesteren, for Jedutun; av Asaf; en salme.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	080	001	Til sangmesteren; efter "Liljer"; et vidnesbyrd av Asaf; en salme.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	081	001	Til sangmesteren, efter Gittit; av Asaf.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	083	001	En sang, en salme av Asaf.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	084	001	Til sangmesteren, efter Gittit; av Korahs barn; en salme.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	085	001	Til sangmesteren; av Korahs barn; en salme.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	088	001	En sang; en salme av Korahs barn; til sangmesteren; efter Mahalat leannot; en læresalme av Heman, esrahitten.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	089	001	En læresalme av Etan, esrahitten.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	092	001	En salme, en sang til sabbatsdagen.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	102	001	En bønn av en elendig, når han vansmekter og utøser sin sorg for Herrens åsyn.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	108	001	En sang, en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	140	001	Til sangmesteren; en salme av David.
Holy-Bible---Norwegian---Norwegian-Bible	019	PSA	142	001	En læresalme av David, da han var i hulen, en bønn.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	003	001	Ein salme av David, då han flydde for Absalom, son sin.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	004	001	Til songmeisteren, med strengleik; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	005	001	Til songmeisteren, til Nehilot; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	006	001	Til songmeisteren, med strengleik, etter Sjeminit; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	007	001	Ein siggajon av David, som han song for Herren på grunn av benjaminiten Kus’ ord.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	008	001	Til songmeisteren, etter Gittit; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	009	001	Til songmeisteren, etter Mut-labben; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	012	001	Til songmeisteren, etter Sjeminit; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	013	001	Til songmeisteren; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	018	001	Til songmeisteren; av Herrens tenar David, som førde fram for Herren ordi i denne songen den dag då Herren hadde frelst honom frå alle hans fiendar og frå Saul.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	019	001	Til songmeisteren; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	020	001	Til songmeisteren; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	021	001	Til songmeisteren; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	022	001	Til songmeisteren etter «Morgonraudens hind»; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	030	001	Ein salme, ein song då huset vart vigt av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	031	001	Til songmeisteren; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	034	001	Av David, då han gjorde seg galen hjå Abimelek, so han jaga honom av, og han gjekk burt.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	036	001	Til songmeisteren; av Herrens tenar David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	038	001	Ein salme av David; til minnesofferet.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	039	001	Til songmeisteren, til Jedutun; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	040	001	Til songmeisteren, av David; ein salme.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	041	001	Til songmeisteren; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	042	001	Til songmeisteren; ein song til lærdom, av Korahs born.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	044	001	Til songmeisteren; av Korahs born; ein salme til lærdom.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	045	001	Til songmeisteren, etter «Liljor»; av Korahs born; ein salme til lærdom, ein song um kjærleik.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	046	001	Til songmeisteren; av Korahs born, etter Alamot; ein song.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	047	001	Til songmeisteren; av Korahs born; ein salme.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	048	001	Ein song, ein salme; av Korahs born.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	049	001	Til songmeisteren; av Korahs born; ein salme.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	051	001	Til songmeisteren; ein salme av David,
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	051	002	då profeten Natan kom til honom, etter han hadde gjenge inn til Batseba.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	052	001	Til songmeisteren; ein salme til lærdom av David,
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	052	002	då edomiten Doeg kom og fortalde Saul og sagde til honom: «David er komen i Ahimeleks hus.»
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	053	001	Til songmeisteren, etter Mahalat; ein salme til lærdom av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	054	001	Til songmeisteren, med strengleik; ein song til lærdom av David,
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	054	002	då zifitarne kom og sagde til Saul: «David held seg løynd hjå oss.»
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	055	001	Til songmeisteren, med strengleik; ein song til lærdom av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	056	001	Til songmeisteren, etter «Den mållause duva langt burte»; av David, ein miktam, då filistarane tok honom i Gat.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	057	001	Til songmeisteren, etter «tyn ikkje»; av David, ein miktam, då han flydde for Saul inn i helleren.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	058	001	Til songmeisteren; «tyn ikkje»; av David, ein miktam.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	059	001	Til songmeisteren; «tyn ikkje»; av David; ein miktam, då Saul sende folk som gjætte på huset og vilde drepa honom.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	060	001	Til songmeisteren, etter «Vitnemålslilja»; ein miktam av David til å læra,
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	060	002	då han stridde med syrarar frå Mesopotamia og syrarar frå Soba, og Joab kom att og slo tolv tusund edomitar i Saltdalen.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	061	001	Til songmeisteren, på strengleik; av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	062	001	Til songmeisteren, for Jedutun; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	063	001	Ein salme av David, då han var i Juda øydemark.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	064	001	Til songmeisteren; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	065	001	Til songmeisteren; ein salme av David, ein song.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	067	001	Til songmeisteren på strengleik; ein salme, ein song.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	068	001	Til songmeisteren; av David; ein salme, ein song.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	069	001	Til songmeisteren, etter «Liljor»; av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	070	001	Til songmeisteren; av David; til minnesofferet.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	075	001	Til songmeisteren; «tyn ikkje»; ein salme av Asaf, ein song.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	076	001	Til songmeisteren, med strengleik; ein salme av Asaf, ein song.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	077	001	Til songmeisteren, for Jedutun; ein salme av Asaf.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	080	001	Til songmeisteren, etter «Liljor»; eit vitnemål av Asaf, ein salme.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	081	001	Til songmeisteren, etter Gittit; av Asaf.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	083	001	Ein song, ein salme av Asaf.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	084	001	Til songmeisteren, etter Gittit; av Korahs born, ein salme.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	085	001	Til songmeisteren; av Korahs born, ein salme.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	088	001	Ein song, ein salme av Korahs born. Til songmeisteren; etter Mahalat leannot; ein song til lærdom av ezrahiten Heman.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	089	001	Ein salme til lærdom av ezrahiten Etan.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	092	001	Ein salme, ein song til kviledagen.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	102	001	Bøn av ein arming, når han vanmegtast og let sitt klagemål strøyma fram for Herren.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	108	001	Ein song, ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	140	001	Til songmeisteren; ein salme av David.
Holy-Bible---Norwegian---Norwegian-Student-Bible	019	PSA	142	001	Ein salme til lærdom av David då han var i helleren, ei bøn.
Holy-Bible---Oriya---Oriya-Bible	064	3JO	001	014	ମୋହର ଆଶା ଯେ, ଶୀଘ୍ର ତୁମ୍ଭ ସହିତ ଦେଖା ହେବ, ଆଉ ଆମ୍ଭେମାନେ ମୁଖାମୁଖି ହୋଇ କଥାବାର୍ତ୍ତା କରିବା।
Holy-Bible---Oriya---Oriya-Bible	066	REV	012	018	ଆଉ ସେ ସମୁଦ୍ରର ବାଲୁକା ଉପରେ ଠିଆ ହେଲା।
Holy-Bible---Oromo---New-World	064	3JO	001	014	Qooda kanaa ani dhiʼootti si arguuf abdii qaba; nus ifaan ifatti ni haasofna.
Holy-Bible---Oromo---West-Central-Oromo-Bible	064	3JO	001	014	ቆደ ከና አን ዽኦት ስአርጉፍ አብዲ ቀበ፤ ኑስ እፋን እፈት ንሃሶፍነ።
Holy-Bible---Oyda---Oyda-Bible-Latin	064	3JO	001	014	Yezin taanii ukkera neera yellinttodes koyane; ye wode neera ohinttoda.
Holy-Bible---Oyda---Oyda-Bible-Latin	066	REV	012	018	dawize abba gaxa yeze shaftte eqqida.
Holy-Bible---Oyda---Oyde-Bible-Ethiopic	064	3JO	001	014	የዝን ታኒ ኡከራ ኔራ የልንቶደስ ኮያነ፤ የ ዎደ ኔራ ኦህንቶዳ።
Holy-Bible---Oyda---Oyde-Bible-Ethiopic	066	REV	012	018	ዳውዘ አባ ጋጻ የዘ ሻፍተ ኤቅዳ።
Holy-Bible---Palaung-Shwe---Shwe-Palaung-Bible	041	MAR	007	016	
Holy-Bible---Palaung-Shwe---Shwe-Palaung-Bible	041	MAR	009	044	
Holy-Bible---Palaung-Shwe---Shwe-Palaung-Bible	041	MAR	009	046	
Holy-Bible---Palaung-Shwe---Shwe-Palaung-Bible	041	MAR	011	026	
Holy-Bible---Palaung-Shwe---Shwe-Palaung-Bible	041	MAR	015	028	
Holy-Bible---Panjabi---Punjabi-Bible	064	3JO	001	014	ਪਰ ਮੈਨੂੰ ਆਸ ਹੈ ਕਿ ਤੈਨੂੰ ਜਲਦੀ ਮਿਲਾਂ। ਫਿਰ ਅਸੀਂ ਆਹਮਣੇ ਸਾਹਮਣੇ ਗੱਲਾਂ ਕਰਾਂਗੇ।
Holy-Bible---Panjabi---Punjabi-Bible	066	REV	012	018	ਅਤੇ ਸਮੁੰਦਰ ਦੇ ਰੇਤੇ ਉੱਤੇ ਜਾ ਖਲੋਤਾ।
Holy-Bible---Pengo---Pengo-Bible	064	3JO	001	014	ନା ଆହା ଜେ, ବେଗି ନି ଲାହାଙ୍ଗ୍‌ ହୁଡ଼୍‌କା ଆଦେଂ, ଆରେ ଆସେଙ୍ଗ୍‌ ବେଟା ଆଜ଼ି କାତାବାର୍ତା କିନାସ୍‌ ।
Holy-Bible---Pengo---Pengo-Bible	066	REV	012	018	ଆରେ ହେୱାନ୍‌ ହାମ୍‌ଦୁର୍‌ନି ବାଲି ଜପି ନିଲ୍‌ତାତ୍‌ ।
Holy-Bible---Persian---Old-Persion-Version-Bible	002	EXO	029	036	و گوساله قربانی گناه را هرروز بجهت کفاره ذبح کن.
Holy-Bible---Persian---Old-Persion-Version-Bible	014	2CH	014	007	و به یهوداگفت: «این شهرها را بنا نماییم و دیوارها و برجهابا دروازه‌ها و پشت بندها به اطراف آنها بسازیم.
Holy-Bible---Persian---Old-Persion-Version-Bible	018	JOB	035	001	
Holy-Bible---Persian---Old-Persion-Version-Bible	018	JOB	040	001	
Holy-Bible---Persian---Old-Persion-Version-Bible	019	PSA	068	033	برای او که بر فلک الافلاک قدیمی سوار است.
Holy-Bible---Persian---Old-Persion-Version-Bible	066	REV	015	008	و قدس از جلال خدا و قوت او پر دودگردید.
Holy-Bible---Persian---Open-Contemporary	064	3JO	001	014	زیرا امیدوارم به‌زودی تو را ببینم تا حضوراً گفتگو کنیم.
Holy-Bible---Pogolo---Pogoro-Bible	064	3JO	001	014	Ntumbira kukuwona mashaka galaa aga na hatuyoweri.
Holy-Bible---Pogolo---Pogoro-Bible	066	REV	012	018	Su njoka kagoloka mumpeku mwa bahali.
Holy-Bible---Pohnpeian---Pohnpeian-NT-Psalms-New-Alphabet	064	3JO	001	014	A i kaporoporeki, me koren, me i pan kilang uk, kita ap pan kasokasoi pena.
Holy-Bible---Pohnpeian---Pohnpeian-NT-Psalms-Old-Alphabet	064	3JO	001	014	A i kaporoporeki, me koren, me i pan kilan uk, kita ap pan kajokajoi pena.
Holy-Bible---Polci---Polci-Bible	042	LUK	023	017	
Holy-Bible---Polish---Open-Access-Word-of-Life	064	3JO	001	014	mam bowiem nadzieję, że niebawem cię odwiedzę, a wtedy porozmawiamy o wszystkim osobiście.
Holy-Bible---Polish---Polish-Gdansk	011	1KI	022	043	I chodził po wszystkiej drodze Azy, ojca swego, a nie odchylał się od niej, czyniąc to, co było dobrego przed oczyma Pańskiemi.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	003	001	Psalm Dawidowy, gdy uciekał przed Absalomem, synem swoim.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	004	001	Przedniejszemu śpiewakowi na Neginot psalm Dawidowy.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	005	001	Przedniejszemu śpiewakowi na Nechylot psalm Dawidowy.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	006	001	Przedniejszemu śpiewakowi na Neginot i Seminit psalm Dawidowy.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	007	001	Syggajon Dawidowe, które śpiewał Panu dla słów Chusy, syna Jemini.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	008	001	Przedniejszemu śpiewakowi na Gittyt psalm Dawidowy.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	009	001	Przedniejszemu śpiewakowi, na Halmutlabben pieśń Dawidowa.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	012	001	Przedniejszemu śpiewakowi Seminit, pieśń Dawidowa.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	013	001	Przedniejszemu śpiewakowi pieśń Dawidowa.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	014	001	Przedniejszemu śpiewakowi psalm Dawidowy.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	018	001	Przedniejszemu śpiewakowi pieśń Dawida, sługi Pańskiego, który mówił do Pana słowa tej pieśni onego dnia, gdy go Pan wyrwał z rąk wszystkich nieprzyjaciół jego, i z ręki Saulowej; i rzekł:
Holy-Bible---Polish---Polish-Gdansk	019	PSA	019	001	Przedniejszemu śpiewakowi psalm Dawidowy.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	020	001	Przedniejszemu śpiewakowi psalm Dawidowy.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	021	001	Przedniejszemu śpiewakowi pieśń Dawidowa.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	022	001	Przedniejszemu śpiewakowi na czas poranny psalm Dawidowy.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	030	001	Psalm pieśni przy poświęceniu domu Dwidowego.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	031	001	Przedniejszemu śpiewakowi psalm Dawidowy.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	034	001	Psalm Dawidowy, gdy sobie odmienił postawę przed Abimelechem, od którego będąc wygnany, odszedł.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	036	001	Przedniejszemu śpiewakowi pieśń Dawida, sługi Pańskiego.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	038	001	Psalm Dawidowy ku przypominaniu.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	039	001	Przedniejszemu śpiewakowi Jedytunowi psalm Dawidowy.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	040	001	Przedniejszemu śpiewakowi psalm Dawidowy.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	041	001	Przedniejszemu śpiewakowi pieśń Dawidowa.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	042	001	Przedniejszemu śpiewakowi z synów Korego pieśń ćwicząca.
Holy-Bible---Polish---Polish-Gdansk	019	PSA	044	001	Przedniejszemu śpiewakowi z synów Korego psalm nauczający.
