# File Name: RAWCHECK.txt
# File Size: 4696076     
# File Date: 08/31/2026 07:39:05
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	RAWFIX	TEXT	ORIGINAL
Holy-Bible---Malayalam---Malayalam-Bible	042	LUK	016	022	MODIFY	ആ ദരിദ്രൻ മരിച്ചപ്പോൾ ദൂതന്മാർ അവനെ അബ്രാഹാമിന്‍റെ മടിയിലേക്കു കൊണ്ടുപോയി. ധനവാനും മരിച്ചു അടക്കപ്പെട്ടു;	ആ ദരിദ്രൻ മരിച്ചപ്പോൾ ദൂതന്മാർ അവനെ അബ്രാഹാമിന്‍റെ മടിയിലേക്കു കൊണ്ടുപോയി.
Holy-Bible---Malayalam---Malayalam-Bible	042	LUK	016	023	MODIFY	പാതാളത്തിൽ കഷ്ടത അനുഭവിക്കുമ്പോൾ മേലോട്ടു നോക്കി ദൂരത്ത് നിന്നു അബ്രാഹാമിനെയും അവന്‍റെ മടിയിൽ ലാസറിനെയും കണ്ടു:	ധനവാനും മരിച്ചു അടക്കപ്പെട്ടു; പാതാളത്തിൽ കഷ്ടത അനുഭവിക്കുമ്പോൾ മേലോട്ടു നോക്കി ദൂരത്ത് നിന്നു അബ്രാഹാമിനെയും അവന്‍റെ മടിയിൽ ലാസറിനെയും കണ്ടു:
Holy-Bible---Malayalam---Malayalam-Bible	044	ACT	015	034	DELETE	എന്നാൽ പൗലൊസും ബർന്നബാസും അന്ത്യൊക്യയിൽ തന്നെ പാർത്തു.	
Holy-Bible---Malayalam---Malayalam-Bible	044	ACT	015	035	MODIFY	എന്നാൽ പൗലൊസും ബർന്നബാസും അന്ത്യൊക്യയിൽ തന്നെ പാർത്തു. അവർ മറ്റു പലരോടുംകൂടി കർത്താവിന്‍റെ വചനം ഉപദേശിച്ചും സുവിശേഷിച്ചും കൊണ്ടിരുന്നു.	അവർ മറ്റു പലരോടുംകൂടി കർത്താവിന്‍റെ വചനം ഉപദേശിച്ചും സുവിശേഷിച്ചും കൊണ്ടിരുന്നു.
Holy-Bible---Malayalam---Malayalam-Bible	045	ROM	016	024	DELETE	വളരെ കാലങ്ങളായി രഹസ്യമായി സൂക്ഷിച്ചതും, നിത്യദൈവത്തിൻ്റെ കല്പനപ്രകാരം സകലജാതികൾക്കും വിശ്വാസത്തിന്‍റെ അനുസരണത്തിനായി പ്രവാചകന്മാരുടെ എഴുത്തുകളാൽ	
Holy-Bible---Malayalam---Malayalam-Bible	045	ROM	016	025	ADD	വളരെ കാലങ്ങളായി രഹസ്യമായി സൂക്ഷിച്ചതും, നിത്യദൈവത്തിൻ്റെ കല്പനപ്രകാരം സകലജാതികൾക്കും വിശ്വാസത്തിന്‍റെ അനുസരണത്തിനായി പ്രവാചകന്മാരുടെ എഴുത്തുകളാൽ	
Holy-Bible---Malayalam---Malayalam-Bible	049	EPH	002	006	MODIFY	ക്രിസ്തുയേശുവിൽ നമ്മെ അവനോടുകൂടെ ഉയിർത്തെഴുന്നേല്പിച്ചു സ്വർഗ്ഗത്തിൽ ഇരുത്തുകയും ചെയ്തു	ക്രിസ്തുയേശുവിൽ നമ്മോടുള്ള ദയയാൽ തന്‍റെ കൃപയുടെ അത്യന്തധനത്തെ വരും കാലങ്ങളിൽ കാണിക്കേണ്ടതിന്
Holy-Bible---Malayalam---Malayalam-Bible	049	EPH	002	007	MODIFY	ക്രിസ്തുയേശുവിൽ നമ്മോടുള്ള ദയയാൽ തന്‍റെ കൃപയുടെ അത്യന്തധനത്തെ വരും കാലങ്ങളിൽ കാണിക്കേണ്ടതിന്.	ക്രിസ്തുയേശുവിൽ നമ്മെ അവനോടുകൂടെ ഉയിർത്തെഴുന്നേല്പിച്ചു സ്വർഗ്ഗത്തിൽ ഇരുത്തുകയും ചെയ്തു.
Holy-Bible---Malayalam---Malayalam-Bible	054	1TI	001	003	MODIFY	നീ എഫെസൊസിൽ താമസിക്കേണം എന്നു ഞാൻ മക്കെദോന്യെക്കു പോകുമ്പോൾ ഉത്സാഹിപ്പിച്ചതുപോലെ ഇപ്പോഴും ഉത്സാഹിപ്പിക്കുന്നു,	മറ്റു യാതൊരുവിധ ഉപദേശങ്ങളും പഠിപ്പിക്കുകയോ വിശ്വാസത്താലുള്ള ദൈവഹിതത്തേക്കാൾ തർക്കങ്ങൾക്ക് മാത്രം ഉതകുന്ന കെട്ടുകഥകളെയും അന്തമില്ലാത്ത വംശാവലികളെയും ശ്രദ്ധിക്കുകയോ ചെയ്യരുതെന്ന് ചിലരോട് കല്പിക്കേണ്ടതിന്,
Holy-Bible---Malayalam---Malayalam-Bible	054	1TI	001	004	MODIFY	മറ്റു യാതൊരുവിധ ഉപദേശങ്ങളും പഠിപ്പിക്കുകയോ വിശ്വാസത്താലുള്ള ദൈവഹിതത്തേക്കാൾ തർക്കങ്ങൾക്ക് മാത്രം ഉതകുന്ന കെട്ടുകഥകളെയും അന്തമില്ലാത്ത വംശാവലികളെയും ശ്രദ്ധിക്കുകയോ ചെയ്യരുതെന്ന് ചിലരോട് കല്പിക്കേണ്ടതിന്.	നീ എഫെസൊസിൽ താമസിക്കേണം എന്നു ഞാൻ മക്കെദോന്യെക്കു പോകുമ്പോൾ ഉത്സാഹിപ്പിച്ചതുപോലെ ഇപ്പോഴും ഉത്സാഹിപ്പിക്കുന്നു.
Holy-Bible---Malayalam---Malayalam-Bible	056	TIT	002	012	MODIFY	ഭക്തികേടും ലൗകികമോഹങ്ങളും വർജ്ജിക്കുവാനും, ഈ ലോകത്തിൽ സുബോധത്തോടും നീതിയോടും ദൈവഭക്തിയോടും കൂടെ ജീവിക്കുവാനും അത് നമ്മെ ശിക്ഷിച്ചുവളർത്തുന്നു,	ഭാഗ്യകരമായ പ്രത്യാശയ്ക്കായിട്ടും നമ്മുടെ മഹാദൈവവും രക്ഷിതാവുമായ യേശുക്രിസ്തുവിന്‍റെ തേജസ്സിൻ്റെ പ്രത്യക്ഷതയ്ക്കായിട്ടും നാം കാത്തുകൊണ്ട്,
Holy-Bible---Malayalam---Malayalam-Bible	056	TIT	002	013	MODIFY	ഭാഗ്യകരമായ പ്രത്യാശയ്ക്കായിട്ടും നമ്മുടെ മഹാദൈവവും രക്ഷിതാവുമായ യേശുക്രിസ്തുവിന്‍റെ തേജസ്സിൻ്റെ പ്രത്യക്ഷതയ്ക്കായിട്ടും നാം കാത്തുകൊണ്ട്.	ഭക്തികേടും ലൗകികമോഹങ്ങളും വർജ്ജിക്കുവാനും, ഈ ലോകത്തിൽ സുബോധത്തോടും നീതിയോടും ദൈവഭക്തിയോടും കൂടെ ജീവിക്കുവാനും അത് നമ്മെ ശിക്ഷിച്ചുവളർത്തുന്നു.
Holy-Bible---Malayalam---Malayalam-Bible	056	TIT	003	006	MODIFY	നമ്മുടെ രക്ഷിതാവായ യേശുക്രിസ്തു മുഖാന്തരം നമ്മുടെമേൽ അതേ പരിശുദ്ധാത്മാവിനെ ധാരാളമായി പകർന്നു,	നാം അവന്‍റെ കൃപയാൽ നീതീകരിക്കപ്പെട്ടിട്ട് നിത്യജീവൻ്റെ പ്രത്യാശപ്രകാരം അവകാശികളായിത്തീരേണ്ടതിന്,
Holy-Bible---Malayalam---Malayalam-Bible	056	TIT	003	007	MODIFY	നാം അവന്‍റെ കൃപയാൽ നീതീകരിക്കപ്പെട്ടിട്ട് നിത്യജീവൻ്റെ പ്രത്യാശപ്രകാരം അവകാശികളായിത്തീരേണ്ടതിന്.	നമ്മുടെ രക്ഷിതാവായ യേശുക്രിസ്തു മുഖാന്തരം നമ്മുടെമേൽ അതേ പരിശുദ്ധാത്മാവിനെ ധാരാളമായി പകർന്നു.
Holy-Bible---Malayalam---Malayalam-Bible	061	2PE	001	010	MODIFY	അതുകൊണ്ട് സഹോദരന്മാരേ, നിങ്ങളുടെ വിളിയും തിരഞ്ഞെടുപ്പും ഉറപ്പാക്കുവാൻ അധികം ശ്രമിപ്പിൻ. ഇങ്ങനെ ചെയ്താൽ നിങ്ങൾ ഒരുനാളും ഇടറിപ്പോകുകയില്ല.	അതുകൊണ്ട് സഹോദരന്മാരേ, നിങ്ങളുടെ വിളിയും തിരഞ്ഞെടുപ്പും ഉറപ്പാക്കുവാൻ അധികം ശ്രമിപ്പിൻ.
Holy-Bible---Malayalam---Malayalam-Bible	061	2PE	001	011	MODIFY	അങ്ങനെ നമ്മുടെ കർത്താവും രക്ഷിതാവുമായ യേശുക്രിസ്തുവിന്‍റെ നിത്യരാജ്യത്തിലേക്കുള്ള പ്രവേശനം ധാരാളമായി പ്രാപിക്കുകയും ചെയ്യും.	ഇങ്ങനെ ചെയ്താൽ നിങ്ങൾ ഒരുനാളും ഇടറിപ്പോകുകയില്ല. അങ്ങനെ നമ്മുടെ കർത്താവും രക്ഷിതാവുമായ യേശുക്രിസ്തുവിന്‍റെ നിത്യരാജ്യത്തിലേക്കുള്ള പ്രവേശനം ധാരാളമായി പ്രാപിക്കുകയും ചെയ്യും.
Holy-Bible---Malayalam---Malayalam-Bible	063	2JO	001	001	MODIFY	സത്യത്തെ അറിഞ്ഞിരിക്കുന്നവർ എല്ലാവരും, ഞാൻ സത്യത്തിൽ സ്നേഹിക്കുന്ന തിരഞ്ഞെടുക്കപ്പെട്ട വനിതയ്ക്കും അവളുടെ മക്കൾക്കും മൂപ്പനായ ഞാൻ എഴുതുന്നത്:	നമ്മിൽ വസിക്കുന്നതും നമ്മോടുകൂടെ എന്നേക്കും ഇരിക്കുന്നതുമായ സത്യംനിമിത്തം ഞാൻ മാത്രമല്ല,
Holy-Bible---Malayalam---Malayalam-Bible	063	2JO	001	002	MODIFY	നമ്മിൽ വസിക്കുന്നതും നമ്മോടുകൂടെ എന്നേക്കും ഇരിക്കുന്നതുമായ സത്യംനിമിത്തം ഞാൻ മാത്രമല്ല,	സത്യത്തെ അറിഞ്ഞിരിക്കുന്നവർ എല്ലാവരും, ഞാൻ സത്യത്തിൽ സ്നേഹിക്കുന്ന തിരഞ്ഞെടുക്കപ്പെട്ട വനിതയ്ക്കും അവളുടെ മക്കൾക്കും മൂപ്പനായ ഞാൻ എഴുതുന്നത്:
Holy-Bible---Malayalam---Malayalam-Bible-1910	045	ROM	002	007	MODIFY	നല്ല പ്രവൃത്തിക്കു വേണ്ടുന്ന സ്ഥിരത പൂണ്ടു തേജസ്സും മാനവും അക്ഷയതയും അന്വേഷിക്കുന്നവൎക്കു നിത്യജീവനും,	നല്ല പ്രവൃത്തിക്കു വേണ്ടുന്ന സ്ഥിരത പൂണ്ടു തേജസ്സും മാനവും അക്ഷയതയും അന്വേഷിക്കുന്നവൎക്കു
Holy-Bible---Malayalam---Malayalam-Bible-1910	045	ROM	002	008	MODIFY	ശാഠ്യം പൂണ്ടു സത്യം അനുസരിക്കാതെ അനീതി അനുസരിക്കുന്നവൎക്കു കോപവും ക്രോധവും കൊടുക്കും.	നിത്യജീവനും, ശാഠ്യം പൂണ്ടു സത്യം അനുസരിക്കാതെ അനീതി അനുസരിക്കുന്നവൎക്കു കോപവും ക്രോധവും കൊടുക്കും.
Holy-Bible---Malayalam---Malayalam-Bible-1910	045	ROM	016	024	DELETE	പൂൎവ്വകാലങ്ങളിൽ മറഞ്ഞിരുന്നിട്ടു ഇപ്പോൾ വെളിപ്പെട്ടുവന്നതും നിത്യദൈവത്തിന്റെ നിയോഗപ്രകാരം സകലജാതികൾക്കും വിശ്വാസത്തിന്റെ അനുസരണത്തിന്നായി പ്രവാചകന്മാരുടെ എഴുത്തുകളാൽ	
Holy-Bible---Malayalam---Malayalam-Bible-1910	045	ROM	016	025	MODIFY	പൂൎവ്വകാലങ്ങളിൽ മറഞ്ഞിരുന്നിട്ടു ഇപ്പോൾ വെളിപ്പെട്ടുവന്നതും നിത്യദൈവത്തിന്റെ നിയോഗപ്രകാരം സകലജാതികൾക്കും വിശ്വാസത്തിന്റെ അനുസരണത്തിന്നായി പ്രവാചകന്മാരുടെ എഴുത്തുകളാൽ	അറിയിച്ചിരിക്കുന്നതുമായ മൎമ്മത്തിന്റെ വെളിപ്പാടിന്നു അനുസരണമായുള്ള എന്റെ സുവിശേഷത്തിന്നും യേശുക്രിസ്തുവിനെക്കുറിച്ചുള്ള പ്രസംഗത്തിന്നും ഒത്തവണ്ണം നിങ്ങളെ സ്ഥിരപ്പെടുത്തുവാൻ കഴിയുന്ന
Holy-Bible---Malayalam---Malayalam-Bible-1910	045	ROM	016	026	MODIFY	അറിയിച്ചിരിക്കുന്നതുമായ മൎമ്മത്തിന്റെ വെളിപ്പാടിന്നു അനുസരണമായുള്ള എന്റെ സുവിശേഷത്തിന്നും യേശുക്രിസ്തുവിനെക്കുറിച്ചുള്ള പ്രസംഗത്തിന്നും ഒത്തവണ്ണം നിങ്ങളെ സ്ഥിരപ്പെടുത്തുവാൻ കഴിയുന്ന	ഏകജ്ഞാനിയായ ദൈവത്തിന്നു യേശുക്രിസ്തുമുഖാന്തരം എന്നെന്നേക്കും മഹത്വം ഉണ്ടാകുമാറാകട്ടെ. ആമേൻ.
Holy-Bible---Malayalam---Malayalam-Bible-1910	045	ROM	016	027	ADD	ഏകജ്ഞാനിയായ ദൈവത്തിന്നു യേശുക്രിസ്തുമുഖാന്തരം എന്നെന്നേക്കും മഹത്വം ഉണ്ടാകുമാറാകട്ടെ. ആമേൻ.	
Holy-Bible---Malayalam---Malayalam-Bible-1910	048	GAL	001	003	MODIFY	കൎത്താവായ യേശുക്രിസ്തുവിങ്കൽ നിന്നും നിങ്ങൾക്കു കൃപയും സമാധാനവും ഉണ്ടാകട്ടെ,	പിതാവായ ദൈവത്തിങ്കൽനിന്നും നമ്മുടെ ദൈവവും പിതാവുമായവന്റെ ഇഷ്ടപ്രകാരം ഇപ്പോഴത്തെ ദുഷ്ടലോകത്തിൽനിന്നു നമ്മെ വിടുവിക്കേണ്ടതിന്നു നമ്മുടെ പാപങ്ങൾനിമിത്തം തന്നെത്താൻ ഏല്പിച്ചുകൊടുത്തവനായി നമ്മുടെ
Holy-Bible---Malayalam---Malayalam-Bible-1910	048	GAL	001	004	MODIFY	പിതാവായ ദൈവത്തിങ്കൽനിന്നും നമ്മുടെ ദൈവവും പിതാവുമായവന്റെ ഇഷ്ടപ്രകാരം ഇപ്പോഴത്തെ ദുഷ്ടലോകത്തിൽനിന്നു നമ്മെ വിടുവിക്കേണ്ടതിന്നു നമ്മുടെ പാപങ്ങൾനിമിത്തം തന്നെത്താൻ ഏല്പിച്ചുകൊടുത്തവനായി നമ്മുടെ.	കൎത്താവായ യേശുക്രിസ്തുവിങ്കൽ നിന്നും നിങ്ങൾക്കു കൃപയും സമാധാനവും ഉണ്ടാകട്ടെ.
Holy-Bible---Malayalam---Malayalam-Bible-1910	049	EPH	002	006	MODIFY	ക്രിസ്തുയേശുവിൽ അവനോടുകൂടെ ഉയിൎത്തെഴുന്നേല്പിച്ചു സ്വൎഗ്ഗത്തിൽ ഇരുത്തുകയും ചെയ്തു,	ക്രിസ്തുയേശുവിൽ നമ്മെക്കുറിച്ചുള്ള വാത്സല്യത്തിൽ തന്റെ കൃപയുടെ അത്യന്തധനത്തെ വരും കാലങ്ങളിൽ കാണിക്കേണ്ടതിന്നു
Holy-Bible---Malayalam---Malayalam-Bible-1910	049	EPH	002	007	MODIFY	ക്രിസ്തുയേശുവിൽ നമ്മെക്കുറിച്ചുള്ള വാത്സല്യത്തിൽ തന്റെ കൃപയുടെ അത്യന്തധനത്തെ വരും കാലങ്ങളിൽ കാണിക്കേണ്ടതിന്നു.	ക്രിസ്തുയേശുവിൽ അവനോടുകൂടെ ഉയിൎത്തെഴുന്നേല്പിച്ചു സ്വൎഗ്ഗത്തിൽ ഇരുത്തുകയും ചെയ്തു.
Holy-Bible---Malayalam---Malayalam-Bible-1910	056	TIT	002	012	MODIFY	ഭക്തികേടും പ്രപഞ്ചമോഹങ്ങളും വൎജ്ജിച്ചിട്ടു ഈ ലോകത്തിൽ സുബോധത്തോടും നീതിയോടും ദൈവഭക്തിയോടുംകൂടെ ജീവിച്ചുപോരേണ്ടതിന്നു അതു നമ്മെ ശിക്ഷിച്ചുവളൎത്തുന്നു,	നാം ഭാഗ്യകരമായ പ്രത്യാശെക്കായിട്ടും മഹാദൈവവും നമ്മുടെ രക്ഷിതാവുമായ യേശുക്രിസ്തുവിന്റെ തേജസ്സിന്റെ പ്രത്യക്ഷതെക്കായിട്ടും കാത്തുകൊണ്ടു
Holy-Bible---Malayalam---Malayalam-Bible-1910	056	TIT	002	013	MODIFY	നാം ഭാഗ്യകരമായ പ്രത്യാശെക്കായിട്ടും മഹാദൈവവും നമ്മുടെ രക്ഷിതാവുമായ യേശുക്രിസ്തുവിന്റെ തേജസ്സിന്റെ പ്രത്യക്ഷതെക്കായിട്ടും കാത്തുകൊണ്ടു.	ഭക്തികേടും പ്രപഞ്ചമോഹങ്ങളും വൎജ്ജിച്ചിട്ടു ഈ ലോകത്തിൽ സുബോധത്തോടും നീതിയോടും ദൈവഭക്തിയോടുംകൂടെ ജീവിച്ചുപോരേണ്ടതിന്നു അതു നമ്മെ ശിക്ഷിച്ചുവളൎത്തുന്നു.
Holy-Bible---Malayalam---Malayalam-Bible-1910	056	TIT	003	006	MODIFY	നാം അവന്റെ കൃപയാൽ നീതീകരിക്കപ്പെട്ടിട്ടു	നാം അവന്റെ കൃപയാൽ നീതീകരിക്കപ്പെട്ടിട്ടു പ്രത്യാശപ്രകാരം നിത്യജീവന്റെ അവകാശികളായിത്തീരേണ്ടതിന്നു പുനൎജ്ജനനസ്നാനം കൊണ്ടും
Holy-Bible---Malayalam---Malayalam-Bible-1910	056	TIT	003	007	MODIFY	പ്രത്യാശപ്രകാരം നിത്യജീവന്റെ അവകാശികളായിത്തീരേണ്ടതിന്നു പുനൎജ്ജനനസ്നാനം കൊണ്ടും നമ്മുടെ രക്ഷിതാവായ യേശുക്രിസ്തുമൂലം നമ്മുടെമേൽ ധാരാളമായി പകൎന്ന പരിശുദ്ധാത്മാവിന്റെ നവീകരണംകൊണ്ടും തന്നേ.	നമ്മുടെ രക്ഷിതാവായ യേശുക്രിസ്തുമൂലം നമ്മുടെമേൽ ധാരാളമായി പകൎന്ന പരിശുദ്ധാത്മാവിന്റെ നവീകരണംകൊണ്ടും തന്നേ.
Holy-Bible---Manipuri---Meitei-Bible	047	2CO	013	012	MODIFY	Asengba chupnabaga loinana amaga amaga khurumnou.	Asengba chupnabaga loinana amaga amaga khurumnou. Mapham asida leiriba asengba mi pumnamakna nakhoibu khurumjari.
Holy-Bible---Manipuri---Meitei-Bible	047	2CO	013	013	MODIFY	Mapham asida leiriba asengba mi pumnamakna nakhoibu khurumjari.	Ibungo Jisu Christtagi thoujal, Tengban Mapugi nungsiba amasung Thawai Asengbagi saruk phangminnaba aduna nakhoi pumnamakpu loinabisanu.
Holy-Bible---Manipuri---Meitei-Bible	047	2CO	013	014	ADD	Ibungo Jisu Christtagi thoujal, Tengban Mapugi nungsiba amasung Thawai Asengbagi saruk phangminnaba aduna nakhoi pumnamakpu loinabisanu.	
Holy-Bible---Marathi---Marathi-Bible	001	GEN	001	017	MODIFY	पृथ्वीवर प्रकाश देण्यासाठी,	पृथ्वीवर प्रकाश देण्यासाठी, दिवसावर व रात्रीवर सत्ता चालविण्यासाठी, प्रकाश व अंधकार वेगळे करण्यासाठी देवाने त्यांना अंतराळात ठेवले. देवाने पाहिले की हे चांगले आहे.
Holy-Bible---Marathi---Marathi-Bible	001	GEN	001	018	ADD	दिवसावर व रात्रीवर सत्ता चालविण्यासाठी, प्रकाश व अंधकार वेगळे करण्यासाठी देवाने त्यांना अंतराळात ठेवले. देवाने पाहिले की हे चांगले आहे.	
Holy-Bible---Marathi---Marathi-Bible	041	MAR	007	016	DELETE	लोकसमुदायाला सोडून येशू घरात गेला तेव्हा शिष्यांनी त्यास या दाखल्याविषयी विचारले,	
Holy-Bible---Marathi---Marathi-Bible	041	MAR	007	017	ADD	लोकसमुदायाला सोडून येशू घरात गेला तेव्हा शिष्यांनी त्यास या दाखल्याविषयी विचारले,	
Holy-Bible---Marathi---Marathi-Bible	043	JOH	010	014	MODIFY	मी उत्तम मेंढपाळ आहे; आणि, जसा पिता मला ओळखतो आणि मी पित्याला ओळखतो तसे जे माझे आहेत त्यांना मी ओळखतो आणि जे माझे आहेत ते मला ओळखतात;	मी उत्तम मेंढपाळ आहे; आणि, जसा पिता मला ओळखतो आणि मी पित्याला ओळखतो तसे जे माझे आहेत त्यांना मी ओळखतो आणि जे माझे आहेत ते मला ओळखतात; आणि मी मेंढरांसाठी आपला जीव देतो.
Holy-Bible---Marathi---Marathi-Bible	043	JOH	010	015	ADD	आणि मी मेंढरांसाठी आपला जीव देतो.	
Holy-Bible---Marathi---Marathi-Bible	044	ACT	015	014	MODIFY	परराष्ट्रीयांतून आपल्या नावाकरिता काही लोक काढून घ्यावे म्हणून देवाने त्यांची भेट कशी घेतली, हे शिमोनाने सांगितले आहे;	परराष्ट्रीयांतून आपल्या नावाकरिता काही लोक काढून घ्यावे म्हणून देवाने त्यांची भेट कशी घेतली, हे शिमोनाने सांगितले आहे; आणि ह्याच्याशी संदेष्ट्यांच्या उक्तीचाही मेळ बसतो, असा शास्त्रलेख आहे की,
Holy-Bible---Marathi---Marathi-Bible	044	ACT	015	015	ADD	आणि ह्याच्याशी संदेष्ट्यांच्या उक्तीचाही मेळ बसतो, असा शास्त्रलेख आहे की,	
Holy-Bible---Marathi---Marathi-Bible	045	ROM	016	024	DELETE	आता माझ्या सुवार्तेप्रमाणे व येशू ख्रिस्ताच्या घोषणेप्रमाणे जे रहस्य मागील युगात गुप्त ठेवण्यात आले,	
Holy-Bible---Marathi---Marathi-Bible	045	ROM	016	025	ADD	आता माझ्या सुवार्तेप्रमाणे व येशू ख्रिस्ताच्या घोषणेप्रमाणे जे रहस्य मागील युगात गुप्त ठेवण्यात आले,	
Holy-Bible---Marathi---Marathi-Bible	048	GAL	001	001	MODIFY	गलती प्रांतातील मंडळ्यांस; मनुष्यांकडून किंवा मनुष्यांच्याद्वारे नव्हे, तर येशू ख्रिस्ताच्याद्वारे आणि ज्याने त्यास मरण पावलेल्यातून उठवले तो देवपिता, ह्याच्याद्वारे झालेला प्रेषित पौल,	गलती प्रांतातील मंडळ्यांस; मनुष्यांकडून किंवा मनुष्यांच्याद्वारे नव्हे, तर येशू ख्रिस्ताच्याद्वारे आणि ज्याने त्यास मरण पावलेल्यातून उठवले तो देवपिता, ह्याच्याद्वारे झालेला प्रेषित पौल, याच्याकडून आणि माझ्या सोबतीचे सर्व बंधूकडून,
Holy-Bible---Marathi---Marathi-Bible	048	GAL	001	002	ADD	याच्याकडून आणि माझ्या सोबतीचे सर्व बंधूकडून,	
Holy-Bible---Marathi---Marathi-Bible	049	EPH	003	014	MODIFY	या कारणासाठी मी पित्यासमोर गुडघे टेकतो,	या कारणासाठी मी पित्यासमोर गुडघे टेकतो, ज्याच्यामुळे प्रत्येक वंशाला स्वर्गात आणि पृथ्वीवर निर्माण करून नाव देण्यात आले आहे.
Holy-Bible---Marathi---Marathi-Bible	049	EPH	003	015	ADD	ज्याच्यामुळे प्रत्येक वंशाला स्वर्गात आणि पृथ्वीवर निर्माण करून नाव देण्यात आले आहे.	
Holy-Bible---Marathi---Marathi-Bible	051	COL	002	003	MODIFY	त्याच्यात सर्व ज्ञानीपणाचे व ज्ञानाचे धन लपलेले आहेत.	त्याच्यात सर्व ज्ञानीपणाचे व ज्ञानाचे धन लपलेले आहेत. कोणी तुम्हास लाघवी भाषणांनी फसवू नये म्हणून मी हे सांगत आहे.
Holy-Bible---Marathi---Marathi-Bible	051	COL	002	004	ADD	कोणी तुम्हास लाघवी भाषणांनी फसवू नये म्हणून मी हे सांगत आहे.	
Holy-Bible---Marathi---Marathi-Bible	063	2JO	001	001	MODIFY	वडिलांकडून देवाने निवडलेली स्त्री कुरिया व तिच्या मुलांना, सत्यात सहभागी असलेल्या लोकांप्रमाणे ज्यांच्यावर मी प्रीती करतो आणि तुमच्यावर प्रीती करणारा मी एकटाच नाही, तर ज्यांची सत्याशी ओळख झाली आहे असे इतर सर्वजणसुद्धा प्रीती करतात.	वडिलांकडून देवाने निवडलेली स्त्री कुरिया व तिच्या मुलांना, सत्यात सहभागी असलेल्या लोकांप्रमाणे ज्यांच्यावर मी प्रीती करतो आणि तुमच्यावर प्रीती करणारा मी एकटाच नाही, तर ज्यांची सत्याशी ओळख झाली आहे असे इतर सर्वजणसुद्धा प्रीती करतात. या सत्यामुळे जे आमच्यामध्ये असते, ते आमच्यामध्ये सर्वकाळ राहील.
Holy-Bible---Marathi---Marathi-Bible	063	2JO	001	002	ADD	या सत्यामुळे जे आमच्यामध्ये असते, ते आमच्यामध्ये सर्वकाळ राहील.	
Holy-Bible---Mori-Atas---Mori-Atas-Bible	042	LUK	009	043	MODIFY	Lowono mia henu hina rahea kombaa mengkiteo pobawaro Ue Ala henu langkai. Tempono lowono mia rahea da mengkombaa akono lowono henu winowauNo Iesu raaꞌa, Iesu mepau la ana guruNo,	Tempono lowono mia rahea da mengkombaa akono lowono henu winowauNo Iesu raaꞌa, Iesu mepau la ana guruNo,
Holy-Bible---Munda---Munda-Bible	047	2CO	013	012	MODIFY	ଖ୍ରୀଷ୍ଟ୍‌ ଦୁଲାଡ଼୍‌ତେ ମିହୁଡ଼୍‌ ଆଡଃମିହୁଡ଼୍‌ଲଃ ଜହାରଃପେ ।	ଖ୍ରୀଷ୍ଟ୍‌ ଦୁଲାଡ଼୍‌ତେ ମିହୁଡ଼୍‌ ଆଡଃମିହୁଡ଼୍‌ଲଃ ଜହାରଃପେ । ପାର୍‌ମେଶ୍ୱାର୍‌ଆଃ ସବେନ୍‌ ହଡ଼କ ଆପେକେ ଜହାର୍‌ ମେନ୍ତେକ କାଜିକୁଲ୍‌ତାନା ।
Holy-Bible---Munda---Munda-Bible	047	2CO	013	013	MODIFY	ପାର୍‌ମେଶ୍ୱାର୍‌ଆଃ ସବେନ୍‌ ହଡ଼କ ଆପେକେ ଜହାର୍‌ ମେନ୍ତେକ କାଜିକୁଲ୍‌ତାନା ।	ପ୍ରାଭୁ ୟୀଶୁ ଖ୍ରୀଷ୍ଟ୍‌ଆଃ ସାୟାଦ୍‌, ପାର୍‌ମେଶ୍ୱାର୍‌ଆଃ ଦୁଲାଡ଼୍‌, ଆଡଃ ପାବିତାର୍‌ ଆତ୍ମାରେୟାଃ ସାଙ୍ଗାତି ଆପେ ସବେନ୍‌କଲଃ ହବାଅଃକା ।
Holy-Bible---Munda---Munda-Bible	047	2CO	013	014	ADD	ପ୍ରାଭୁ ୟୀଶୁ ଖ୍ରୀଷ୍ଟ୍‌ଆଃ ସାୟାଦ୍‌, ପାର୍‌ମେଶ୍ୱାର୍‌ଆଃ ଦୁଲାଡ଼୍‌, ଆଡଃ ପାବିତାର୍‌ ଆତ୍ମାରେୟାଃ ସାଙ୍ଗାତି ଆପେ ସବେନ୍‌କଲଃ ହବାଅଃକା ।	
